CellID,Batch,Annotation,cell_id,Annotation_0305
CELL.443,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,443,NTNG1EX
CELL.445,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,445,VLMC
CELL.446,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,446,NTNG1EX
CELL.447,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,447,NTNG1EX
CELL.448,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,448,VLMC
CELL.449,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,449,VLMC
CELL.450,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,450,VLMC
CELL.451,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,451,NTNG1EX
CELL.452,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,452,NTNG1EX
CELL.454,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,454,CMPN
CELL.455,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,455,VLMC
CELL.456,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,456,NTNG1EX
CELL.457,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,457,VLMC
CELL.459,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,459,NTNG1EX
CELL.460,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,460,CMPN
CELL.462,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,462,NTNG1EX
CELL.463,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,463,VLMC
CELL.465,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,465,CMPN
CELL.466,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,466,CMPN
CELL.467,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,467,CMPN
CELL.468,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,468,CMPN
CELL.469,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,469,VLMC
CELL.470,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,470,CMPN
CELL.471,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,471,NTNG1EX
CELL.472,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,472,CMPN
CELL.473,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,473,SCGNIN
CELL.475,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,475,NTNG1EX
CELL.476,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,476,NTNG1EX
CELL.477,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,477,NTNG1EX
CELL.480,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,480,CMPN
CELL.481,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,481,NTNG1EX
CELL.482,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,482,VLMC
CELL.483,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,483,CMPN
CELL.484,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,484,SCGNIN
CELL.485,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,485,NTNG1EX
CELL.486,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,486,CMPN
CELL.489,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,489,VLMC
CELL.490,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,490,VLMC
CELL.491,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,491,NTNG1EX
CELL.492,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,492,NTNG1EX
CELL.493,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,493,VLMC
CELL.494,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,494,VLMC
CELL.495,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,495,CMPN
CELL.496,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,496,CMPN
CELL.497,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,497,VLMC
CELL.498,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,498,NTNG1EX
CELL.499,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,499,VLMC
CELL.500,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,500,SSTIN
CELL.501,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,501,CMPN
CELL.502,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,502,CMPN
CELL.503,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,503,VLMC
CELL.504,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,504,CMPN
CELL.505,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,505,VLMC
CELL.506,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,506,CMPN
CELL.507,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,507,NTNG1EX
CELL.508,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,508,CMPN
CELL.509,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,509,NTNG1EX
CELL.510,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,510,VLMC
CELL.511,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,511,CMPN
CELL.512,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,512,CMPN
CELL.513,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,513,CMPN
CELL.514,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,514,VLMC
CELL.517,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,517,VLMC
CELL.520,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,520,NTNG1EX
CELL.522,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,522,CMPN
CELL.523,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,523,CMPN
CELL.524,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,524,NTNG1EX
CELL.527,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,527,NTNG1EX
CELL.528,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,528,CMPN
CELL.529,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,529,NTNG1EX
CELL.531,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,531,VLMC
CELL.532,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,532,NTNG1EX
CELL.533,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,533,CMPN
CELL.534,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,534,CMPN
CELL.535,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,535,NTNG1EX
CELL.536,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,536,VLMC
CELL.537,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,537,CMPN
CELL.538,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,538,CMPN
CELL.539,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,539,NTNG1EX
CELL.540,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,540,CP
CELL.541,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,541,NTNG1EX
CELL.543,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,543,NTNG1EX
CELL.545,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,545,VLMC
CELL.546,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,546,CMPN
CELL.547,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,547,CMPN
CELL.549,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,549,VLMC
CELL.550,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,550,CMPN
CELL.552,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,552,CMPN
CELL.553,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,553,CMPN
CELL.554,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,554,VLMC
CELL.555,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,555,VLMC
CELL.556,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,556,NTNG1EX
CELL.557,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,557,NTNG1EX
CELL.558,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,558,SSTIN
CELL.559,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,559,CMPN
CELL.560,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,560,CMPN
CELL.561,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,561,VLMC
CELL.562,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,562,CMPN
CELL.563,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,563,CMPN
CELL.564,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,564,NTNG1EX
CELL.565,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,565,CMPN
CELL.566,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,566,MSN
CELL.567,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,567,VLMC
CELL.568,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,568,CMPN
CELL.570,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,570,CMPN
CELL.571,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,571,NTNG1EX
CELL.572,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,572,NTNG1EX
CELL.573,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,573,VLMC
CELL.574,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,574,CMPN
CELL.576,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,576,CMPN
CELL.577,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,577,NTNG1EX
CELL.578,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,578,CMPN
CELL.579,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,579,VLMC
CELL.580,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,580,VLMC
CELL.581,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,581,NTNG1EX
CELL.582,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,582,VLMC
CELL.583,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,583,CMPN
CELL.584,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,584,MSN
CELL.585,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,585,CMPN
CELL.586,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,586,VLMC
CELL.587,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,587,CMPN
CELL.588,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,588,CMPN
CELL.589,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,589,VLMC
CELL.590,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,590,NTNG1EX
CELL.591,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,591,NTNG1EX
CELL.592,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,592,CMPN
CELL.594,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,594,CMPN
CELL.596,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,596,CMPN
CELL.597,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,597,VLMC
CELL.598,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,598,CMPN
CELL.599,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,599,CMPN
CELL.600,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,600,CMPN
CELL.601,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,601,CMPN
CELL.602,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,602,CMPN
CELL.603,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,603,VLMC
CELL.604,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,604,CMPN
CELL.605,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,605,CMPN
CELL.606,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,606,CMPN
CELL.607,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,607,SCGNIN
CELL.608,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,608,VLMC
CELL.609,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,609,CMPN
CELL.610,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,610,CMPN
CELL.611,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,611,NTNG1EX
CELL.612,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,612,CMPN
CELL.613,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,613,NTNG1EX
CELL.614,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,614,NTNG1EX
CELL.615,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,615,CMPN
CELL.616,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,616,CMPN
CELL.617,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,617,NTNG1EX
CELL.619,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,619,MSN
CELL.620,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,620,CMPN
CELL.621,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,621,VLMC
CELL.622,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,622,CMPN
CELL.624,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,624,VLMC
CELL.625,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,625,NTNG1EX
CELL.626,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,626,CMPN
CELL.627,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,627,CMPN
CELL.628,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,628,NTNG1EX
CELL.629,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,629,NTNG1EX
CELL.631,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,631,CMPN
CELL.632,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,632,VLMC
CELL.633,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,633,CMPN
CELL.634,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,634,CMPN
CELL.636,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,636,SSTIN
CELL.637,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,637,CP
CELL.638,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,638,NTNG1EX
CELL.642,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,642,SCGNIN
CELL.643,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,643,SCGNIN
CELL.644,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,644,CMPN
CELL.645,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,645,CMPN
CELL.646,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,646,SCGNIN
CELL.647,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,647,CMPN
CELL.648,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,648,CMPN
CELL.649,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,649,VLMC
CELL.651,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,651,VLMC
CELL.652,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,652,NTNG1EX
CELL.654,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,654,CMPN
CELL.655,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,655,CCKIN
CELL.656,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,656,NTNG1EX
CELL.657,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,657,NTNG1EX
CELL.659,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,659,NPTXEX
CELL.660,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,660,NTNG1EX
CELL.661,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,661,NTNG1EX
CELL.662,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,662,CMPN
CELL.663,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,663,CMPN
CELL.665,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,665,CMPN
CELL.666,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,666,VLMC
CELL.668,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,668,CMPN
CELL.670,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,670,CMPN
CELL.671,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,671,CMPN
CELL.673,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,673,CMPN
CELL.674,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,674,CMPN
CELL.675,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,675,CMPN
CELL.676,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,676,CMPN
CELL.677,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,677,CMPN
CELL.678,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,678,CMPN
CELL.679,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,679,CMPN
CELL.681,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,681,CMPN
CELL.682,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,682,CMPN
CELL.683,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,683,CMPN
CELL.684,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,684,CMPN
CELL.685,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,685,CMPN
CELL.686,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,686,CMPN
CELL.687,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,687,CMPN
CELL.688,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,688,SSTIN
CELL.689,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,689,CMPN
CELL.690,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,690,NTNG1EX
CELL.691,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,691,NTNG1EX
CELL.692,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,692,NTNG1EX
CELL.694,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,694,NTNG1EX
CELL.696,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,696,SSTIN
CELL.698,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,698,VLMC
CELL.699,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,699,CMPN
CELL.700,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,700,NTNG1EX
CELL.701,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,701,NTNG1EX
CELL.702,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,702,CMPN
CELL.703,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,703,CMPN
CELL.704,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,704,CMPN
CELL.705,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,705,CMPN
CELL.706,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,706,NTNG1EX
CELL.707,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,707,VLMC
CELL.710,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,710,MSN
CELL.711,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,711,NTNG1EX
CELL.712,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,712,CCKIN
CELL.713,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,713,CMPN
CELL.714,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,714,NTNG1EX
CELL.715,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,715,CMPN
CELL.716,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,716,NTNG1EX
CELL.718,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,718,CMPN
CELL.719,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,719,CMPN
CELL.720,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,720,SCGNIN
CELL.721,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,721,SCGNIN
CELL.722,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,722,CMPN
CELL.723,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,723,CMPN
CELL.724,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,724,CMPN
CELL.725,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,725,NTNG1EX
CELL.726,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,726,CMPN
CELL.727,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,727,NTNG1EX
CELL.728,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,728,NTNG1EX
CELL.729,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,729,NTNG1EX
CELL.730,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,730,CMPN
CELL.731,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,731,CMPN
CELL.732,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,732,VLMC
CELL.734,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,734,CMPN
CELL.735,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,735,NTNG1EX
CELL.736,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,736,SCGNIN
CELL.737,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,737,CMPN
CELL.738,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,738,CMPN
CELL.739,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,739,CMPN
CELL.740,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,740,SCGNIN
CELL.741,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,741,CMPN
CELL.742,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,742,CMPN
CELL.743,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,743,VLMC
CELL.744,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,744,CMPN
CELL.745,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,745,CCKIN
CELL.746,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,746,NTNG1EX
CELL.748,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,748,NTNG1EX
CELL.749,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,749,CMPN
CELL.751,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,751,VLMC
CELL.752,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,752,MSN
CELL.753,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,753,CMPN
CELL.754,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,754,NTNG1EX
CELL.755,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,755,SCGNIN
CELL.756,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,756,CMPN
CELL.757,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,757,NPTXEX
CELL.758,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,758,CMPN
CELL.760,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,760,CMPN
CELL.761,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,761,CMPN
CELL.762,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,762,NTNG1EX
CELL.763,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,763,CMPN
CELL.764,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,764,CMPN
CELL.765,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,765,CMPN
CELL.766,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,766,CMPN
CELL.768,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,768,VLMC
CELL.769,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,769,CMPN
CELL.770,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,770,NTNG1EX
CELL.771,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,771,CMPN
CELL.772,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,772,CMPN
CELL.773,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,773,CMPN
CELL.774,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,774,CMPN
CELL.775,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,775,NTNG1EX
CELL.776,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,776,CMPN
CELL.777,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,777,SCGNIN
CELL.778,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,778,NTNG1EX
CELL.779,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,779,CCKIN
CELL.780,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,780,CMPN
CELL.781,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,781,CMPN
CELL.782,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,782,NTNG1EX
CELL.783,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,783,CCKIN
CELL.784,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,784,NTNG1EX
CELL.785,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,785,SCGNIN
CELL.786,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,786,CMPN
CELL.787,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,787,SCGNIN
CELL.788,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,788,CMPN
CELL.789,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,789,CMPN
CELL.790,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,790,CMPN
CELL.791,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,791,CMPN
CELL.792,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,792,CMPN
CELL.793,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,793,CMPN
