,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.236,CELL.236,3,Injury_20DPI_rep1_SS200000147BL_B4,236,3,575.0,9586.0,uninj,V,CMPN,CMPN
CELL.237,CELL.237,5,Injury_20DPI_rep1_SS200000147BL_B4,237,12,571.0,10323.0,uninj,V,VLMC,VLMC
CELL.238,CELL.238,5,Injury_20DPI_rep1_SS200000147BL_B4,238,7,578.0,5964.0,inj,V,VLMC,VLMC
CELL.239,CELL.239,3,Injury_20DPI_rep1_SS200000147BL_B4,239,3,572.0,9415.0,uninj,V,SSTIN,SSTIN
CELL.240,CELL.240,3,Injury_20DPI_rep1_SS200000147BL_B4,240,3,579.0,9662.0,uninj,V,CMPN,CMPN
CELL.241,CELL.241,6,Injury_20DPI_rep1_SS200000147BL_B4,241,3,574.0,9784.0,uninj,V,SSTIN,SSTIN
CELL.243,CELL.243,5,Injury_20DPI_rep1_SS200000147BL_B4,243,7,576.0,7147.0,inj,V,VLMC,VLMC
CELL.244,CELL.244,5,Injury_20DPI_rep1_SS200000147BL_B4,244,7,578.0,7128.0,inj,V,VLMC,VLMC
CELL.245,CELL.245,3,Injury_20DPI_rep1_SS200000147BL_B4,245,3,578.0,9205.0,uninj,V,SSTIN,SSTIN
CELL.246,CELL.246,3,Injury_20DPI_rep1_SS200000147BL_B4,246,3,583.0,9550.0,uninj,V,SSTIN,SSTIN
CELL.247,CELL.247,5,Injury_20DPI_rep1_SS200000147BL_B4,247,11,585.0,8279.0,uninj,V,VLMC,VLMC
CELL.248,CELL.248,6,Injury_20DPI_rep1_SS200000147BL_B4,248,3,582.0,8854.0,uninj,V,SSTIN,SSTIN
CELL.250,CELL.250,3,Injury_20DPI_rep1_SS200000147BL_B4,250,14,573.0,9086.0,uninj,V,SSTIN,SSTIN
CELL.251,CELL.251,3,Injury_20DPI_rep1_SS200000147BL_B4,251,3,582.0,9278.0,uninj,V,SSTIN,SSTIN
CELL.252,CELL.252,3,Injury_20DPI_rep1_SS200000147BL_B4,252,3,584.0,9045.0,uninj,V,SSTIN,SSTIN
CELL.253,CELL.253,3,Injury_20DPI_rep1_SS200000147BL_B4,253,3,583.0,9318.0,uninj,V,CMPN,CMPN
CELL.258,CELL.258,5,Injury_20DPI_rep1_SS200000147BL_B4,258,12,590.0,10354.0,uninj,V,OLIGO,OLIGO
CELL.259,CELL.259,5,Injury_20DPI_rep1_SS200000147BL_B4,259,7,598.0,5763.0,inj,V,VLMC,VLMC
CELL.260,CELL.260,3,Injury_20DPI_rep1_SS200000147BL_B4,260,14,589.0,9231.0,uninj,V,SSTIN,SSTIN
CELL.261,CELL.261,3,Injury_20DPI_rep1_SS200000147BL_B4,261,3,594.0,9731.0,uninj,V,SSTIN,SSTIN
CELL.265,CELL.265,3,Injury_20DPI_rep1_SS200000147BL_B4,265,3,596.0,9353.0,uninj,V,CMPN,CMPN
CELL.266,CELL.266,3,Injury_20DPI_rep1_SS200000147BL_B4,266,3,597.0,9427.0,uninj,V,SSTIN,SSTIN
CELL.267,CELL.267,3,Injury_20DPI_rep1_SS200000147BL_B4,267,15,599.0,8824.0,uninj,V,SCGNIN,SCGNIN
CELL.268,CELL.268,3,Injury_20DPI_rep1_SS200000147BL_B4,268,14,594.0,9524.0,uninj,V,SSTIN,SSTIN
CELL.269,CELL.269,3,Injury_20DPI_rep1_SS200000147BL_B4,269,3,598.0,9577.0,uninj,V,CMPN,CMPN
CELL.270,CELL.270,3,Injury_20DPI_rep1_SS200000147BL_B4,270,3,601.0,9645.0,uninj,V,CMPN,CMPN
CELL.271,CELL.271,5,Injury_20DPI_rep1_SS200000147BL_B4,271,7,602.0,8170.0,uninj,V,VLMC,VLMC
CELL.272,CELL.272,3,Injury_20DPI_rep1_SS200000147BL_B4,272,3,593.0,9467.0,uninj,V,CMPN,CMPN
CELL.273,CELL.273,3,Injury_20DPI_rep1_SS200000147BL_B4,273,3,592.0,9387.0,uninj,V,SSTIN,SSTIN
CELL.274,CELL.274,3,Injury_20DPI_rep1_SS200000147BL_B4,274,3,604.0,9167.0,uninj,V,SSTIN,SSTIN
CELL.275,CELL.275,3,Injury_20DPI_rep1_SS200000147BL_B4,275,3,606.0,9321.0,uninj,V,SSTIN,SSTIN
CELL.276,CELL.276,3,Injury_20DPI_rep1_SS200000147BL_B4,276,14,597.0,8995.0,uninj,V,SSTIN,SSTIN
CELL.277,CELL.277,3,Injury_20DPI_rep1_SS200000147BL_B4,277,3,612.0,9020.0,uninj,V,SSTIN,SSTIN
CELL.278,CELL.278,3,Injury_20DPI_rep1_SS200000147BL_B4,278,3,604.0,9114.0,uninj,V,SSTIN,SSTIN
CELL.279,CELL.279,3,Injury_20DPI_rep1_SS200000147BL_B4,279,3,604.0,9695.0,uninj,V,SSTIN,SSTIN
CELL.280,CELL.280,3,Injury_20DPI_rep1_SS200000147BL_B4,280,14,612.0,9758.0,uninj,V,SSTIN,SSTIN
CELL.281,CELL.281,3,Injury_20DPI_rep1_SS200000147BL_B4,281,3,609.0,9498.0,uninj,V,SSTIN,SSTIN
CELL.282,CELL.282,3,Injury_20DPI_rep1_SS200000147BL_B4,282,3,611.0,9616.0,uninj,V,CMPN,CMPN
CELL.283,CELL.283,5,Injury_20DPI_rep1_SS200000147BL_B4,283,7,612.0,5727.0,inj,V,VLMC,VLMC
CELL.284,CELL.284,6,Injury_20DPI_rep1_SS200000147BL_B4,284,5,613.0,8281.0,uninj,V,NPTXEX,NPTXEX
CELL.285,CELL.285,3,Injury_20DPI_rep1_SS200000147BL_B4,285,3,611.0,9258.0,uninj,V,SSTIN,SSTIN
CELL.288,CELL.288,5,Injury_20DPI_rep1_SS200000147BL_B4,288,12,630.0,10414.0,uninj,V,OLIGO,OLIGO
CELL.289,CELL.289,3,Injury_20DPI_rep1_SS200000147BL_B4,289,14,617.0,8892.0,uninj,V,SSTIN,SSTIN
CELL.290,CELL.290,5,Injury_20DPI_rep1_SS200000147BL_B4,290,12,620.0,10380.0,uninj,V,VLMC,VLMC
CELL.291,CELL.291,3,Injury_20DPI_rep1_SS200000147BL_B4,291,3,626.0,9546.0,uninj,V,CMPN,CMPN
CELL.292,CELL.292,3,Injury_20DPI_rep1_SS200000147BL_B4,292,14,627.0,9723.0,uninj,V,SSTIN,SSTIN
CELL.293,CELL.293,0,Injury_20DPI_rep1_SS200000147BL_B4,293,0,625.0,9825.0,uninj,V,MSN,MSN
CELL.294,CELL.294,3,Injury_20DPI_rep1_SS200000147BL_B4,294,3,627.0,9366.0,uninj,V,CMPN,CMPN
CELL.296,CELL.296,5,Injury_20DPI_rep1_SS200000147BL_B4,296,7,631.0,5753.0,inj,V,VLMC,VLMC
CELL.297,CELL.297,3,Injury_20DPI_rep1_SS200000147BL_B4,297,3,630.0,9306.0,uninj,V,CMPN,CMPN
CELL.298,CELL.298,5,Injury_20DPI_rep1_SS200000147BL_B4,298,7,637.0,7282.0,inj,V,VLMC,VLMC
CELL.299,CELL.299,5,Injury_20DPI_rep1_SS200000147BL_B4,299,7,621.0,8153.0,uninj,V,VLMC,VLMC
CELL.300,CELL.300,3,Injury_20DPI_rep1_SS200000147BL_B4,300,3,629.0,9233.0,uninj,V,SSTIN,SSTIN
CELL.301,CELL.301,3,Injury_20DPI_rep1_SS200000147BL_B4,301,3,628.0,9424.0,uninj,V,CMPN,CMPN
CELL.302,CELL.302,3,Injury_20DPI_rep1_SS200000147BL_B4,302,3,625.0,9453.0,uninj,V,CMPN,CMPN
CELL.303,CELL.303,6,Injury_20DPI_rep1_SS200000147BL_B4,303,3,630.0,9794.0,uninj,V,SSTIN,SSTIN
CELL.304,CELL.304,3,Injury_20DPI_rep1_SS200000147BL_B4,304,3,636.0,9596.0,uninj,V,SSTIN,SSTIN
CELL.305,CELL.305,8,Injury_20DPI_rep1_SS200000147BL_B4,305,3,630.0,9008.0,uninj,V,SSTIN,SSTIN
CELL.306,CELL.306,3,Injury_20DPI_rep1_SS200000147BL_B4,306,3,629.0,9396.0,uninj,V,CMPN,CMPN
CELL.307,CELL.307,5,Injury_20DPI_rep1_SS200000147BL_B4,307,11,636.0,10199.0,uninj,V,VLMC,VLMC
CELL.308,CELL.308,3,Injury_20DPI_rep1_SS200000147BL_B4,308,3,629.0,9189.0,uninj,V,CMPN,CMPN
CELL.309,CELL.309,3,Injury_20DPI_rep1_SS200000147BL_B4,309,3,633.0,9514.0,uninj,V,CMPN,CMPN
CELL.310,CELL.310,5,Injury_20DPI_rep1_SS200000147BL_B4,310,7,640.0,8103.0,uninj,V,VLMC,VLMC
CELL.311,CELL.311,3,Injury_20DPI_rep1_SS200000147BL_B4,311,3,634.0,9127.0,uninj,V,SSTIN,SSTIN
CELL.312,CELL.312,3,Injury_20DPI_rep1_SS200000147BL_B4,312,3,637.0,9053.0,uninj,V,SSTIN,SSTIN
CELL.313,CELL.313,3,Injury_20DPI_rep1_SS200000147BL_B4,313,3,640.0,9097.0,uninj,V,SSTIN,SSTIN
CELL.314,CELL.314,3,Injury_20DPI_rep1_SS200000147BL_B4,314,3,634.0,9629.0,uninj,V,SSTIN,SSTIN
CELL.315,CELL.315,3,Injury_20DPI_rep1_SS200000147BL_B4,315,3,643.0,9329.0,uninj,V,CMPN,CMPN
CELL.316,CELL.316,3,Injury_20DPI_rep1_SS200000147BL_B4,316,3,644.0,9474.0,uninj,V,CMPN,CMPN
CELL.317,CELL.317,5,Injury_20DPI_rep1_SS200000147BL_B4,317,7,640.0,7203.0,inj,V,VLMC,VLMC
CELL.318,CELL.318,5,Injury_20DPI_rep1_SS200000147BL_B4,318,7,642.0,8191.0,uninj,V,VLMC,VLMC
CELL.319,CELL.319,3,Injury_20DPI_rep1_SS200000147BL_B4,319,14,637.0,8952.0,uninj,V,SSTIN,SSTIN
CELL.320,CELL.320,3,Injury_20DPI_rep1_SS200000147BL_B4,320,3,641.0,9656.0,uninj,V,SSTIN,SSTIN
CELL.321,CELL.321,3,Injury_20DPI_rep1_SS200000147BL_B4,321,14,637.0,9755.0,uninj,V,SSTIN,SSTIN
CELL.322,CELL.322,5,Injury_20DPI_rep1_SS200000147BL_B4,322,12,643.0,10380.0,uninj,V,VLMC,VLMC
CELL.323,CELL.323,3,Injury_20DPI_rep1_SS200000147BL_B4,323,6,648.0,9953.0,uninj,V,OBNBL,OBNBL
CELL.325,CELL.325,5,Injury_20DPI_rep1_SS200000147BL_B4,325,7,644.0,5705.0,inj,V,VLMC,VLMC
CELL.326,CELL.326,3,Injury_20DPI_rep1_SS200000147BL_B4,326,14,638.0,8922.0,uninj,V,SSTIN,SSTIN
CELL.327,CELL.327,3,Injury_20DPI_rep1_SS200000147BL_B4,327,3,657.0,9490.0,uninj,V,CMPN,CMPN
CELL.329,CELL.329,3,Injury_20DPI_rep1_SS200000147BL_B4,329,3,645.0,9561.0,uninj,V,CMPN,CMPN
CELL.330,CELL.330,3,Injury_20DPI_rep1_SS200000147BL_B4,330,14,649.0,9691.0,uninj,V,SSTIN,SSTIN
CELL.331,CELL.331,5,Injury_20DPI_rep1_SS200000147BL_B4,331,7,649.0,7307.0,inj,V,VLMC,VLMC
CELL.332,CELL.332,8,Injury_20DPI_rep1_SS200000147BL_B4,332,5,652.0,8999.0,uninj,V,NPTXEX,NPTXEX
CELL.333,CELL.333,3,Injury_20DPI_rep1_SS200000147BL_B4,333,3,650.0,9355.0,uninj,V,CMPN,CMPN
CELL.334,CELL.334,3,Injury_20DPI_rep1_SS200000147BL_B4,334,3,651.0,9211.0,uninj,V,CMPN,CMPN
CELL.335,CELL.335,3,Injury_20DPI_rep1_SS200000147BL_B4,335,3,654.0,9438.0,uninj,V,CMPN,CMPN
CELL.336,CELL.336,0,Injury_20DPI_rep1_SS200000147BL_B4,336,14,656.0,9726.0,uninj,V,SSTIN,SSTIN
CELL.337,CELL.337,6,Injury_20DPI_rep1_SS200000147BL_B4,337,11,656.0,8416.0,uninj,V,VLMC,VLMC
CELL.339,CELL.339,0,Injury_20DPI_rep1_SS200000147BL_B4,339,3,652.0,9813.0,uninj,V,SSTIN,SSTIN
CELL.340,CELL.340,5,Injury_20DPI_rep1_SS200000147BL_B4,340,7,654.0,5733.0,inj,V,VLMC,VLMC
CELL.341,CELL.341,5,Injury_20DPI_rep1_SS200000147BL_B4,341,12,654.0,10401.0,uninj,V,OLIGO,OLIGO
CELL.342,CELL.342,3,Injury_20DPI_rep1_SS200000147BL_B4,342,3,654.0,9022.0,uninj,V,SSTIN,SSTIN
CELL.343,CELL.343,3,Injury_20DPI_rep1_SS200000147BL_B4,343,3,655.0,9397.0,uninj,V,CMPN,CMPN
CELL.345,CELL.345,5,Injury_20DPI_rep1_SS200000147BL_B4,345,7,659.0,5799.0,inj,V,VLMC,VLMC
CELL.347,CELL.347,3,Injury_20DPI_rep1_SS200000147BL_B4,347,3,663.0,9086.0,uninj,V,SSTIN,SSTIN
CELL.348,CELL.348,3,Injury_20DPI_rep1_SS200000147BL_B4,348,3,657.0,9285.0,uninj,V,CMPN,CMPN
CELL.349,CELL.349,3,Injury_20DPI_rep1_SS200000147BL_B4,349,3,662.0,9529.0,uninj,V,CMPN,CMPN
CELL.350,CELL.350,3,Injury_20DPI_rep1_SS200000147BL_B4,350,3,661.0,9262.0,uninj,V,CMPN,CMPN
CELL.351,CELL.351,6,Injury_20DPI_rep1_SS200000147BL_B4,351,14,664.0,9777.0,uninj,V,SSTIN,SSTIN
CELL.352,CELL.352,3,Injury_20DPI_rep1_SS200000147BL_B4,352,3,667.0,8750.0,uninj,V,CMPN,CMPN
CELL.353,CELL.353,3,Injury_20DPI_rep1_SS200000147BL_B4,353,2,668.0,9236.0,uninj,V,MPIN,MPIN
CELL.354,CELL.354,3,Injury_20DPI_rep1_SS200000147BL_B4,354,3,665.0,9583.0,uninj,V,SSTIN,SSTIN
CELL.355,CELL.355,3,Injury_20DPI_rep1_SS200000147BL_B4,355,3,665.0,9630.0,uninj,V,CMPN,CMPN
CELL.356,CELL.356,3,Injury_20DPI_rep1_SS200000147BL_B4,356,3,671.0,8968.0,uninj,V,SSTIN,SSTIN
CELL.357,CELL.357,0,Injury_20DPI_rep1_SS200000147BL_B4,357,0,668.0,9753.0,uninj,V,MSN,MSN
CELL.358,CELL.358,5,Injury_20DPI_rep1_SS200000147BL_B4,358,12,681.0,10478.0,uninj,V,VLMC,VLMC
CELL.359,CELL.359,5,Injury_20DPI_rep1_SS200000147BL_B4,359,7,670.0,5776.0,inj,V,VLMC,VLMC
CELL.360,CELL.360,3,Injury_20DPI_rep1_SS200000147BL_B4,360,3,664.0,9176.0,uninj,V,CMPN,CMPN
CELL.361,CELL.361,6,Injury_20DPI_rep1_SS200000147BL_B4,361,4,671.0,9972.0,uninj,V,Immature Neuron-Wound,RIPC4
CELL.362,CELL.362,5,Injury_20DPI_rep1_SS200000147BL_B4,362,12,669.0,10434.0,uninj,V,OLIGO,OLIGO
CELL.363,CELL.363,3,Injury_20DPI_rep1_SS200000147BL_B4,363,3,674.0,9339.0,uninj,V,CMPN,CMPN
CELL.364,CELL.364,3,Injury_20DPI_rep1_SS200000147BL_B4,364,3,675.0,9367.0,uninj,V,CMPN,CMPN
CELL.365,CELL.365,6,Injury_20DPI_rep1_SS200000147BL_B4,365,3,680.0,9953.0,uninj,V,SSTIN,SSTIN
CELL.366,CELL.366,5,Injury_20DPI_rep1_SS200000147BL_B4,366,11,680.0,10082.0,uninj,V,VLMC,VLMC
CELL.367,CELL.367,3,Injury_20DPI_rep1_SS200000147BL_B4,367,14,682.0,8914.0,uninj,V,SSTIN,SSTIN
CELL.368,CELL.368,3,Injury_20DPI_rep1_SS200000147BL_B4,368,14,679.0,8992.0,uninj,V,SSTIN,SSTIN
CELL.369,CELL.369,3,Injury_20DPI_rep1_SS200000147BL_B4,369,3,683.0,9503.0,uninj,V,SSTIN,SSTIN
CELL.370,CELL.370,3,Injury_20DPI_rep1_SS200000147BL_B4,370,3,677.0,9313.0,uninj,V,CMPN,CMPN
CELL.371,CELL.371,8,Injury_20DPI_rep1_SS200000147BL_B4,371,3,677.0,9023.0,uninj,V,SSTIN,SSTIN
CELL.372,CELL.372,3,Injury_20DPI_rep1_SS200000147BL_B4,372,3,685.0,9142.0,uninj,V,SSTIN,SSTIN
CELL.373,CELL.373,3,Injury_20DPI_rep1_SS200000147BL_B4,373,0,680.0,9209.0,uninj,V,MSN,MSN
CELL.374,CELL.374,4,Injury_20DPI_rep1_SS200000147BL_B4,374,3,685.0,9894.0,uninj,V,SSTIN,SSTIN
CELL.375,CELL.375,3,Injury_20DPI_rep1_SS200000147BL_B4,375,3,679.0,9433.0,uninj,V,CMPN,CMPN
CELL.376,CELL.376,3,Injury_20DPI_rep1_SS200000147BL_B4,376,3,682.0,9471.0,uninj,V,CMPN,CMPN
CELL.377,CELL.377,0,Injury_20DPI_rep1_SS200000147BL_B4,377,0,680.0,9697.0,uninj,V,MSN,MSN
CELL.378,CELL.378,6,Injury_20DPI_rep1_SS200000147BL_B4,378,3,686.0,9189.0,uninj,V,CMPN,CMPN
CELL.379,CELL.379,3,Injury_20DPI_rep1_SS200000147BL_B4,379,0,681.0,9666.0,uninj,V,MSN,MSN
CELL.380,CELL.380,0,Injury_20DPI_rep1_SS200000147BL_B4,380,3,692.0,9735.0,uninj,V,SSTIN,SSTIN
CELL.381,CELL.381,5,Injury_20DPI_rep1_SS200000147BL_B4,381,7,682.0,8082.0,uninj,V,VLMC,VLMC
CELL.382,CELL.382,3,Injury_20DPI_rep1_SS200000147BL_B4,382,3,700.0,9258.0,uninj,V,CMPN,CMPN
CELL.383,CELL.383,3,Injury_20DPI_rep1_SS200000147BL_B4,383,3,693.0,9394.0,uninj,V,CMPN,CMPN
CELL.384,CELL.384,5,Injury_20DPI_rep1_SS200000147BL_B4,384,12,693.0,10519.0,uninj,V,VLMC,VLMC
CELL.385,CELL.385,3,Injury_20DPI_rep1_SS200000147BL_B4,385,3,694.0,9082.0,uninj,V,SSTIN,SSTIN
CELL.386,CELL.386,3,Injury_20DPI_rep1_SS200000147BL_B4,386,3,696.0,9581.0,uninj,V,Immature Neuron-Wound,RIPC4
CELL.387,CELL.387,3,Injury_20DPI_rep1_SS200000147BL_B4,387,15,702.0,8675.0,uninj,V,SCGNIN,SCGNIN
CELL.388,CELL.388,3,Injury_20DPI_rep1_SS200000147BL_B4,388,3,701.0,9610.0,uninj,V,CMPN,CMPN
CELL.389,CELL.389,3,Injury_20DPI_rep1_SS200000147BL_B4,389,3,698.0,9637.0,uninj,V,CMPN,CMPN
CELL.390,CELL.390,3,Injury_20DPI_rep1_SS200000147BL_B4,390,3,699.0,9285.0,uninj,V,CMPN,CMPN
CELL.391,CELL.391,3,Injury_20DPI_rep1_SS200000147BL_B4,391,3,705.0,9551.0,uninj,V,CMPN,CMPN
CELL.392,CELL.392,5,Injury_20DPI_rep1_SS200000147BL_B4,392,7,693.0,5804.0,inj,V,VLMC,VLMC
CELL.393,CELL.393,6,Injury_20DPI_rep1_SS200000147BL_B4,393,3,698.0,8786.0,uninj,V,SSTIN,SSTIN
CELL.394,CELL.394,5,Injury_20DPI_rep1_SS200000147BL_B4,394,11,693.0,10027.0,uninj,V,VLMC,VLMC
CELL.396,CELL.396,3,Injury_20DPI_rep1_SS200000147BL_B4,396,14,699.0,8978.0,uninj,V,SSTIN,SSTIN
CELL.398,CELL.398,6,Injury_20DPI_rep1_SS200000147BL_B4,398,7,702.0,8215.0,uninj,V,VLMC,VLMC
CELL.399,CELL.399,3,Injury_20DPI_rep1_SS200000147BL_B4,399,15,700.0,8708.0,uninj,V,SCGNIN,SCGNIN
CELL.400,CELL.400,3,Injury_20DPI_rep1_SS200000147BL_B4,400,3,703.0,9118.0,uninj,V,CMPN,CMPN
CELL.402,CELL.402,0,Injury_20DPI_rep1_SS200000147BL_B4,402,3,701.0,9781.0,uninj,V,SSTIN,SSTIN
CELL.403,CELL.403,4,Injury_20DPI_rep1_SS200000147BL_B4,403,9,700.0,10400.0,uninj,V,OBNBL,OBNBL
CELL.404,CELL.404,5,Injury_20DPI_rep1_SS200000147BL_B4,404,13,705.0,9987.0,uninj,V,SCGNIN,SCGNIN
CELL.405,CELL.405,3,Injury_20DPI_rep1_SS200000147BL_B4,405,3,712.0,9362.0,uninj,V,CMPN,CMPN
CELL.406,CELL.406,3,Injury_20DPI_rep1_SS200000147BL_B4,406,3,703.0,9334.0,uninj,V,CMPN,CMPN
CELL.407,CELL.407,3,Injury_20DPI_rep1_SS200000147BL_B4,407,13,705.0,9700.0,uninj,V,SCGNIN,SCGNIN
CELL.408,CELL.408,3,Injury_20DPI_rep1_SS200000147BL_B4,408,3,706.0,9451.0,uninj,V,CMPN,CMPN
CELL.409,CELL.409,3,Injury_20DPI_rep1_SS200000147BL_B4,409,3,703.0,9817.0,uninj,V,SSTIN,SSTIN
CELL.410,CELL.410,3,Injury_20DPI_rep1_SS200000147BL_B4,410,14,707.0,8948.0,uninj,V,SSTIN,SSTIN
CELL.411,CELL.411,3,Injury_20DPI_rep1_SS200000147BL_B4,411,3,713.0,9197.0,uninj,V,SSTIN,SSTIN
CELL.412,CELL.412,3,Injury_20DPI_rep1_SS200000147BL_B4,412,3,711.0,9308.0,uninj,V,CMPN,CMPN
CELL.413,CELL.413,3,Injury_20DPI_rep1_SS200000147BL_B4,413,3,714.0,8726.0,uninj,V,SSTIN,SSTIN
CELL.414,CELL.414,3,Injury_20DPI_rep1_SS200000147BL_B4,414,3,711.0,9488.0,uninj,V,CMPN,CMPN
CELL.415,CELL.415,5,Injury_20DPI_rep1_SS200000147BL_B4,415,12,709.0,9959.0,uninj,V,VLMC,VLMC
CELL.416,CELL.416,4,Injury_20DPI_rep1_SS200000147BL_B4,416,6,713.0,10094.0,uninj,V,OBNBL,OBNBL
CELL.417,CELL.417,5,Injury_20DPI_rep1_SS200000147BL_B4,417,12,705.0,10457.0,uninj,V,OLIGO,OLIGO
CELL.418,CELL.418,6,Injury_20DPI_rep1_SS200000147BL_B4,418,4,715.0,10580.0,uninj,V,Immature Neuron-Wound,RIPC4
CELL.419,CELL.419,3,Injury_20DPI_rep1_SS200000147BL_B4,419,3,719.0,9012.0,uninj,V,SSTIN,SSTIN
CELL.420,CELL.420,3,Injury_20DPI_rep1_SS200000147BL_B4,420,0,709.0,9521.0,uninj,V,MSN,MSN
CELL.421,CELL.421,0,Injury_20DPI_rep1_SS200000147BL_B4,421,13,722.0,10041.0,uninj,V,SCGNIN,SCGNIN
CELL.422,CELL.422,5,Injury_20DPI_rep1_SS200000147BL_B4,422,12,711.0,10486.0,uninj,V,VLMC,VLMC
CELL.423,CELL.423,5,Injury_20DPI_rep1_SS200000147BL_B4,423,7,716.0,5832.0,inj,V,VLMC,VLMC
CELL.424,CELL.424,5,Injury_20DPI_rep1_SS200000147BL_B4,424,12,719.0,6206.0,inj,V,OLIGO,OLIGO
CELL.425,CELL.425,3,Injury_20DPI_rep1_SS200000147BL_B4,425,14,721.0,8856.0,uninj,V,SSTIN,SSTIN
CELL.427,CELL.427,3,Injury_20DPI_rep1_SS200000147BL_B4,427,3,719.0,9051.0,uninj,V,SSTIN,SSTIN
CELL.428,CELL.428,3,Injury_20DPI_rep1_SS200000147BL_B4,428,3,720.0,9389.0,uninj,V,CMPN,CMPN
CELL.429,CELL.429,3,Injury_20DPI_rep1_SS200000147BL_B4,429,3,723.0,9143.0,uninj,V,SSTIN,SSTIN
CELL.430,CELL.430,6,Injury_20DPI_rep1_SS200000147BL_B4,430,11,721.0,7310.0,inj,V,VLMC,VLMC
CELL.431,CELL.431,5,Injury_20DPI_rep1_SS200000147BL_B4,431,7,726.0,8052.0,uninj,V,VLMC,VLMC
CELL.433,CELL.433,4,Injury_20DPI_rep1_SS200000147BL_B4,433,6,735.0,9839.0,uninj,V,OBNBL,OBNBL
CELL.434,CELL.434,6,Injury_20DPI_rep1_SS200000147BL_B4,434,5,723.0,10133.0,uninj,V,NPTXEX,NPTXEX
CELL.435,CELL.435,3,Injury_20DPI_rep1_SS200000147BL_B4,435,3,728.0,9427.0,uninj,V,CMPN,CMPN
CELL.436,CELL.436,0,Injury_20DPI_rep1_SS200000147BL_B4,436,13,729.0,9635.0,uninj,V,SCGNIN,SCGNIN
CELL.437,CELL.437,5,Injury_20DPI_rep1_SS200000147BL_B4,437,12,727.0,10521.0,uninj,V,VLMC,VLMC
CELL.438,CELL.438,5,Injury_20DPI_rep1_SS200000147BL_B4,438,12,716.0,7337.0,inj,V,VLMC,VLMC
CELL.439,CELL.439,3,Injury_20DPI_rep1_SS200000147BL_B4,439,14,729.0,8748.0,uninj,V,SSTIN,SSTIN
CELL.440,CELL.440,0,Injury_20DPI_rep1_SS200000147BL_B4,440,0,733.0,9608.0,uninj,V,MSN,MSN
CELL.441,CELL.441,6,Injury_20DPI_rep1_SS200000147BL_B4,441,4,728.0,10298.0,uninj,V,Immature Neuron-Wound,RIPC4
CELL.442,CELL.442,3,Injury_20DPI_rep1_SS200000147BL_B4,442,3,731.0,9096.0,uninj,V,SSTIN,SSTIN
CELL.443,CELL.443,3,Injury_20DPI_rep1_SS200000147BL_B4,443,15,733.0,8655.0,uninj,V,SCGNIN,SCGNIN
CELL.444,CELL.444,3,Injury_20DPI_rep1_SS200000147BL_B4,444,3,731.0,9346.0,uninj,V,CMPN,CMPN
CELL.445,CELL.445,0,Injury_20DPI_rep1_SS200000147BL_B4,445,0,734.0,9753.0,uninj,V,MSN,MSN
CELL.446,CELL.446,4,Injury_20DPI_rep1_SS200000147BL_B4,446,5,739.0,10182.0,uninj,V,NPTXEX,NPTXEX
CELL.447,CELL.447,3,Injury_20DPI_rep1_SS200000147BL_B4,447,3,734.0,9318.0,uninj,V,CMPN,CMPN
CELL.448,CELL.448,3,Injury_20DPI_rep1_SS200000147BL_B4,448,5,735.0,9928.0,uninj,V,NPTXEX,NPTXEX
CELL.449,CELL.449,3,Injury_20DPI_rep1_SS200000147BL_B4,449,15,739.0,8690.0,uninj,V,SCGNIN,SCGNIN
CELL.451,CELL.451,3,Injury_20DPI_rep1_SS200000147BL_B4,451,3,740.0,9260.0,uninj,V,CMPN,CMPN
CELL.452,CELL.452,5,Injury_20DPI_rep1_SS200000147BL_B4,452,12,739.0,5624.0,inj,V,VLMC,VLMC
CELL.453,CELL.453,3,Injury_20DPI_rep1_SS200000147BL_B4,453,3,737.0,9230.0,uninj,V,CMPN,CMPN
CELL.454,CELL.454,0,Injury_20DPI_rep1_SS200000147BL_B4,454,13,741.0,9787.0,uninj,V,SCGNIN,SCGNIN
CELL.455,CELL.455,3,Injury_20DPI_rep1_SS200000147BL_B4,455,3,734.0,9467.0,uninj,V,CMPN,CMPN
CELL.456,CELL.456,6,Injury_20DPI_rep1_SS200000147BL_B4,456,11,744.0,6123.0,inj,V,VLMC,VLMC
CELL.458,CELL.458,3,Injury_20DPI_rep1_SS200000147BL_B4,458,3,740.0,9570.0,uninj,V,CMPN,CMPN
CELL.459,CELL.459,0,Injury_20DPI_rep1_SS200000147BL_B4,459,13,729.0,9679.0,uninj,V,SCGNIN,SCGNIN
CELL.460,CELL.460,0,Injury_20DPI_rep1_SS200000147BL_B4,460,13,739.0,9725.0,uninj,V,SCGNIN,SCGNIN
CELL.462,CELL.462,3,Injury_20DPI_rep1_SS200000147BL_B4,462,14,746.0,8931.0,uninj,V,SSTIN,SSTIN
CELL.463,CELL.463,3,Injury_20DPI_rep1_SS200000147BL_B4,463,3,735.0,8983.0,uninj,V,SSTIN,SSTIN
CELL.464,CELL.464,0,Injury_20DPI_rep1_SS200000147BL_B4,464,6,741.0,9815.0,uninj,V,OBNBL,OBNBL
