,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,inj_M_L,x_center,y_center,Annotation_Final,Annotation_0306
CELL.233,CELL.233,0,Injury_15DPI_rep2_FP200000266TR_E2,233,13,IMC,inj,V,NO,419.0,1040.0,Microglia,MCG
CELL.234,CELL.234,0,Injury_15DPI_rep2_FP200000266TR_E2,234,1,VLMC,inj,V,NO,416.0,2391.0,VLMC,VLMC
CELL.235,CELL.235,0,Injury_15DPI_rep2_FP200000266TR_E2,235,9,VLMC,uninj,V,NO,414.0,4779.0,VLMC,VLMC
CELL.236,CELL.236,5,Injury_15DPI_rep2_FP200000266TR_E2,236,5,MSN,inj,V,NO,420.0,1185.0,CCKIN,CCKIN
CELL.237,CELL.237,1,Injury_15DPI_rep2_FP200000266TR_E2,237,2,CMPN,inj,V,NO,428.0,1465.0,CMPN,CMPN
CELL.239,CELL.239,0,Injury_15DPI_rep2_FP200000266TR_E2,239,1,VLMC,inj,V,NO,429.0,1417.0,VLMC,VLMC
CELL.240,CELL.240,1,Injury_15DPI_rep2_FP200000266TR_E2,240,1,VLMC,inj,V,NO,426.0,1583.0,VLMC,VLMC
CELL.241,CELL.241,0,Injury_15DPI_rep2_FP200000266TR_E2,241,9,VLMC,inj,V,NO,434.0,756.0,VLMC,VLMC
CELL.243,CELL.243,0,Injury_15DPI_rep2_FP200000266TR_E2,243,1,VLMC,inj,V,NO,435.0,2582.0,VLMC,VLMC
CELL.247,CELL.247,0,Injury_15DPI_rep2_FP200000266TR_E2,247,13,IMC,uninj,V,NO,433.0,3127.0,Microglia,MCG
CELL.249,CELL.249,0,Injury_15DPI_rep2_FP200000266TR_E2,249,1,VLMC,inj,V,NO,437.0,2522.0,VLMC,VLMC
CELL.250,CELL.250,7,Injury_15DPI_rep2_FP200000266TR_E2,250,2,CP,inj,V,NO,440.0,1360.0,VLMC,VLMC
CELL.251,CELL.251,0,Injury_15DPI_rep2_FP200000266TR_E2,251,1,CP,inj,V,NO,438.0,1793.0,VLMC,VLMC
CELL.252,CELL.252,0,Injury_15DPI_rep2_FP200000266TR_E2,252,1,VLMC,inj,V,NO,447.0,1561.0,VLMC,VLMC
CELL.253,CELL.253,11,Injury_15DPI_rep2_FP200000266TR_E2,253,1,CP,inj,V,NO,438.0,615.0,VLMC,VLMC
CELL.254,CELL.254,0,Injury_15DPI_rep2_FP200000266TR_E2,254,13,IMC,uninj,V,NO,442.0,3056.0,Microglia,MCG
CELL.257,CELL.257,0,Injury_15DPI_rep2_FP200000266TR_E2,257,9,VLMC,uninj,V,NO,443.0,4779.0,VLMC,VLMC
CELL.258,CELL.258,11,Injury_15DPI_rep2_FP200000266TR_E2,258,1,VLMC,uninj,V,NO,443.0,4825.0,VLMC,VLMC
CELL.260,CELL.260,7,Injury_15DPI_rep2_FP200000266TR_E2,260,12,NPYIN,inj,V,NO,429.0,1276.0,NPYIN,NPYIN
CELL.263,CELL.263,1,Injury_15DPI_rep2_FP200000266TR_E2,263,2,CMPN,inj,V,NO,447.0,1138.0,CMPN,CMPN
CELL.265,CELL.265,11,Injury_15DPI_rep2_FP200000266TR_E2,265,9,VLMC,inj,V,NO,461.0,731.0,VLMC,VLMC
CELL.266,CELL.266,0,Injury_15DPI_rep2_FP200000266TR_E2,266,9,VLMC,inj,V,NO,444.0,713.0,VLMC,VLMC
CELL.267,CELL.267,7,Injury_15DPI_rep2_FP200000266TR_E2,267,2,CMPN,inj,V,NO,458.0,1471.0,CMPN,CMPN
CELL.268,CELL.268,0,Injury_15DPI_rep2_FP200000266TR_E2,268,9,VLMC,uninj,V,NO,471.0,4851.0,VLMC,VLMC
CELL.269,CELL.269,1,Injury_15DPI_rep2_FP200000266TR_E2,269,15,NBL,inj,V,NO,457.0,1908.0,NTNG1EX,NTNG1EX
CELL.270,CELL.270,7,Injury_15DPI_rep2_FP200000266TR_E2,270,2,CMPN,inj,V,NO,459.0,1499.0,CMPN,CMPN
CELL.272,CELL.272,0,Injury_15DPI_rep2_FP200000266TR_E2,272,1,VLMC,inj,V,NO,451.0,2556.0,VLMC,VLMC
CELL.273,CELL.273,7,Injury_15DPI_rep2_FP200000266TR_E2,273,1,CP,inj,V,NO,460.0,1434.0,VLMC,VLMC
CELL.274,CELL.274,1,Injury_15DPI_rep2_FP200000266TR_E2,274,1,CP,inj,V,NO,447.0,2139.0,VLMC,VLMC
CELL.276,CELL.276,0,Injury_15DPI_rep2_FP200000266TR_E2,276,1,CP,inj,V,NO,416.0,2128.0,VLMC,VLMC
CELL.278,CELL.278,0,Injury_15DPI_rep2_FP200000266TR_E2,278,16,DMIN,inj,V,NO,457.0,1054.0,REARGC,REAEGC
CELL.279,CELL.279,0,Injury_15DPI_rep2_FP200000266TR_E2,279,1,VLMC,inj,V,NO,462.0,2508.0,VLMC,VLMC
CELL.280,CELL.280,0,Injury_15DPI_rep2_FP200000266TR_E2,280,13,IMC,uninj,V,NO,471.0,3031.0,Microglia,MCG
CELL.281,CELL.281,0,Injury_15DPI_rep2_FP200000266TR_E2,281,13,IMC,uninj,V,NO,464.0,3061.0,Microglia,MCG
CELL.283,CELL.283,1,Injury_15DPI_rep2_FP200000266TR_E2,283,1,VLMC,inj,V,NO,475.0,1400.0,VLMC,VLMC
CELL.286,CELL.286,0,Injury_15DPI_rep2_FP200000266TR_E2,286,9,VLMC,uninj,V,NO,470.0,4815.0,VLMC,VLMC
CELL.289,CELL.289,1,Injury_15DPI_rep2_FP200000266TR_E2,289,15,NBL,inj,V,NO,476.0,1686.0,NTNG1EX,NTNG1EX
CELL.291,CELL.291,0,Injury_15DPI_rep2_FP200000266TR_E2,291,13,IMC,uninj,V,NO,462.0,3084.0,Microglia,MCG
CELL.295,CELL.295,0,Injury_15DPI_rep2_FP200000266TR_E2,295,9,VLMC,inj,V,NO,476.0,701.0,VLMC,VLMC
CELL.297,CELL.297,1,Injury_15DPI_rep2_FP200000266TR_E2,297,15,NBL,inj,V,NO,483.0,2116.0,NTNG1EX,NTNG1EX
CELL.298,CELL.298,0,Injury_15DPI_rep2_FP200000266TR_E2,298,1,VLMC,uninj,V,NO,475.0,3163.0,VLMC,VLMC
CELL.299,CELL.299,0,Injury_15DPI_rep2_FP200000266TR_E2,299,1,CP,inj,V,NO,481.0,1809.0,VLMC,VLMC
CELL.300,CELL.300,0,Injury_15DPI_rep2_FP200000266TR_E2,300,13,IMC,uninj,V,NO,483.0,3044.0,Microglia,MCG
CELL.301,CELL.301,1,Injury_15DPI_rep2_FP200000266TR_E2,301,2,CMPN,inj,V,NO,485.0,1326.0,CMPN,CMPN
CELL.303,CELL.303,0,Injury_15DPI_rep2_FP200000266TR_E2,303,1,VLMC,inj,V,NO,485.0,2590.0,VLMC,VLMC
CELL.305,CELL.305,1,Injury_15DPI_rep2_FP200000266TR_E2,305,1,CP,inj,V,NO,485.0,1571.0,VLMC,VLMC
CELL.306,CELL.306,7,Injury_15DPI_rep2_FP200000266TR_E2,306,2,CMPN,inj,V,NO,486.0,1450.0,CMPN,CMPN
CELL.307,CELL.307,0,Injury_15DPI_rep2_FP200000266TR_E2,307,9,VLMC,inj,V,NO,494.0,667.0,VLMC,VLMC
CELL.308,CELL.308,1,Injury_15DPI_rep2_FP200000266TR_E2,308,5,StriatumIN,inj,V,NO,491.0,1238.0,CMPN,CMPN
CELL.309,CELL.309,1,Injury_15DPI_rep2_FP200000266TR_E2,309,2,CMPN,inj,V,NO,499.0,969.0,CMPN,CMPN
CELL.310,CELL.310,1,Injury_15DPI_rep2_FP200000266TR_E2,310,15,NBL,inj,V,NO,495.0,1715.0,NTNG1EX,NTNG1EX
CELL.311,CELL.311,0,Injury_15DPI_rep2_FP200000266TR_E2,311,13,IMC,uninj,V,NO,497.0,3068.0,Microglia,MCG
CELL.312,CELL.312,0,Injury_15DPI_rep2_FP200000266TR_E2,312,9,VLMC,uninj,V,NO,505.0,4883.0,VLMC,VLMC
CELL.314,CELL.314,1,Injury_15DPI_rep2_FP200000266TR_E2,314,15,NBL,inj,V,NO,502.0,2060.0,NTNG1EX,NTNG1EX
CELL.316,CELL.316,0,Injury_15DPI_rep2_FP200000266TR_E2,316,9,VLMC,uninj,V,NO,503.0,4607.0,VLMC,VLMC
CELL.318,CELL.318,1,Injury_15DPI_rep2_FP200000266TR_E2,318,2,CMPN,inj,V,NO,509.0,1533.0,CMPN,CMPN
CELL.319,CELL.319,0,Injury_15DPI_rep2_FP200000266TR_E2,319,13,IMC,uninj,V,NO,507.0,3020.0,Microglia,MCG
CELL.320,CELL.320,0,Injury_15DPI_rep2_FP200000266TR_E2,320,1,CP,inj,V,NO,509.0,799.0,VLMC,VLMC
CELL.322,CELL.322,7,Injury_15DPI_rep2_FP200000266TR_E2,322,2,CMPN,inj,V,NO,507.0,1141.0,CMPN,CMPN
CELL.323,CELL.323,7,Injury_15DPI_rep2_FP200000266TR_E2,323,2,CMPN,inj,V,NO,506.0,1361.0,CMPN,CMPN
CELL.324,CELL.324,1,Injury_15DPI_rep2_FP200000266TR_E2,324,15,NBL,uninj,V,NO,510.0,3459.0,NTNG1EX,NTNG1EX
CELL.325,CELL.325,7,Injury_15DPI_rep2_FP200000266TR_E2,325,2,CMPN,inj,V,NO,510.0,1499.0,CMPN,CMPN
CELL.328,CELL.328,1,Injury_15DPI_rep2_FP200000266TR_E2,328,2,CMPN,inj,V,NO,513.0,1082.0,CMPN,CMPN
CELL.329,CELL.329,7,Injury_15DPI_rep2_FP200000266TR_E2,329,2,CMPN,inj,V,NO,512.0,1312.0,CMPN,CMPN
CELL.330,CELL.330,1,Injury_15DPI_rep2_FP200000266TR_E2,330,15,NBL,inj,V,NO,510.0,2092.0,NTNG1EX,NTNG1EX
CELL.331,CELL.331,0,Injury_15DPI_rep2_FP200000266TR_E2,331,1,CP,uninj,V,NO,514.0,3051.0,VLMC,VLMC
CELL.332,CELL.332,0,Injury_15DPI_rep2_FP200000266TR_E2,332,1,CP,inj,V,NO,509.0,725.0,VLMC,VLMC
CELL.333,CELL.333,7,Injury_15DPI_rep2_FP200000266TR_E2,333,2,CMPN,inj,V,NO,521.0,1165.0,CMPN,CMPN
CELL.334,CELL.334,1,Injury_15DPI_rep2_FP200000266TR_E2,334,2,CMPN,inj,V,NO,512.0,1446.0,CMPN,CMPN
CELL.335,CELL.335,0,Injury_15DPI_rep2_FP200000266TR_E2,335,1,VLMC,inj,V,NO,509.0,2553.0,VLMC,VLMC
CELL.337,CELL.337,1,Injury_15DPI_rep2_FP200000266TR_E2,337,2,CMPN,inj,V,NO,517.0,1014.0,CMPN,CMPN
CELL.338,CELL.338,1,Injury_15DPI_rep2_FP200000266TR_E2,338,1,CP,inj,V,NO,518.0,1829.0,VLMC,VLMC
CELL.340,CELL.340,7,Injury_15DPI_rep2_FP200000266TR_E2,340,2,CMPN,inj,V,NO,519.0,1619.0,CMPN,CMPN
CELL.341,CELL.341,1,Injury_15DPI_rep2_FP200000266TR_E2,341,15,NBL,inj,V,NO,513.0,2317.0,NTNG1EX,NTNG1EX
CELL.343,CELL.343,0,Injury_15DPI_rep2_FP200000266TR_E2,343,9,VLMC,inj,V,NO,552.0,623.0,VLMC,VLMC
CELL.344,CELL.344,0,Injury_15DPI_rep2_FP200000266TR_E2,344,1,VLMC,uninj,V,NO,521.0,4597.0,VLMC,VLMC
CELL.346,CELL.346,1,Injury_15DPI_rep2_FP200000266TR_E2,346,2,CMPN,uninj,V,NO,530.0,4176.0,CMPN,CMPN
CELL.347,CELL.347,11,Injury_15DPI_rep2_FP200000266TR_E2,347,1,VLMC,inj,V,NO,525.0,2374.0,VLMC,VLMC
CELL.348,CELL.348,11,Injury_15DPI_rep2_FP200000266TR_E2,348,1,CP,inj,V,NO,530.0,748.0,VLMC,VLMC
CELL.349,CELL.349,1,Injury_15DPI_rep2_FP200000266TR_E2,349,2,CMPN,inj,V,NO,529.0,1489.0,CMPN,CMPN
CELL.350,CELL.350,11,Injury_15DPI_rep2_FP200000266TR_E2,350,9,VLMC,uninj,V,NO,529.0,4109.0,VLMC,VLMC
CELL.351,CELL.351,7,Injury_15DPI_rep2_FP200000266TR_E2,351,2,CMPN,inj,V,NO,528.0,1239.0,CMPN,CMPN
CELL.352,CELL.352,7,Injury_15DPI_rep2_FP200000266TR_E2,352,2,CMPN,inj,V,NO,528.0,1466.0,CMPN,CMPN
CELL.354,CELL.354,7,Injury_15DPI_rep2_FP200000266TR_E2,354,2,CMPN,inj,V,NO,529.0,1353.0,CMPN,CMPN
CELL.355,CELL.355,0,Injury_15DPI_rep2_FP200000266TR_E2,355,1,CP,inj,V,NO,530.0,684.0,VLMC,VLMC
CELL.356,CELL.356,7,Injury_15DPI_rep2_FP200000266TR_E2,356,2,CMPN,inj,V,NO,541.0,1265.0,CMPN,CMPN
CELL.357,CELL.357,1,Injury_15DPI_rep2_FP200000266TR_E2,357,15,NBL,inj,V,NO,541.0,2225.0,NTNG1EX,NTNG1EX
CELL.358,CELL.358,7,Injury_15DPI_rep2_FP200000266TR_E2,358,2,CMPN,inj,V,NO,534.0,1192.0,CMPN,CMPN
CELL.360,CELL.360,11,Injury_15DPI_rep2_FP200000266TR_E2,360,1,CP,uninj,V,NO,535.0,3136.0,VLMC,VLMC
CELL.361,CELL.361,1,Injury_15DPI_rep2_FP200000266TR_E2,361,2,CMPN,inj,V,NO,537.0,1013.0,CMPN,CMPN
CELL.362,CELL.362,7,Injury_15DPI_rep2_FP200000266TR_E2,362,2,CMPN,inj,V,NO,540.0,1524.0,CMPN,CMPN
CELL.363,CELL.363,0,Injury_15DPI_rep2_FP200000266TR_E2,363,1,VLMC,uninj,V,NO,540.0,2922.0,VLMC,VLMC
CELL.364,CELL.364,0,Injury_15DPI_rep2_FP200000266TR_E2,364,9,VLMC,uninj,V,NO,548.0,4952.0,VLMC,VLMC
CELL.365,CELL.365,11,Injury_15DPI_rep2_FP200000266TR_E2,365,1,CP,inj,V,NO,540.0,2159.0,VLMC,VLMC
CELL.366,CELL.366,0,Injury_15DPI_rep2_FP200000266TR_E2,366,1,VLMC,uninj,V,NO,545.0,2956.0,VLMC,VLMC
CELL.368,CELL.368,7,Injury_15DPI_rep2_FP200000266TR_E2,368,2,CMPN,inj,V,NO,540.0,1087.0,CMPN,CMPN
CELL.370,CELL.370,0,Injury_15DPI_rep2_FP200000266TR_E2,370,1,CP,uninj,V,NO,539.0,3032.0,VLMC,VLMC
CELL.372,CELL.372,7,Injury_15DPI_rep2_FP200000266TR_E2,372,2,CMPN,inj,V,NO,540.0,1385.0,CMPN,CMPN
CELL.373,CELL.373,0,Injury_15DPI_rep2_FP200000266TR_E2,373,1,VLMC,inj,V,NO,550.0,2593.0,VLMC,VLMC
CELL.374,CELL.374,1,Injury_15DPI_rep2_FP200000266TR_E2,374,12,NPYIN,uninj,V,NO,544.0,4038.0,NPYIN,NPYIN
CELL.375,CELL.375,0,Injury_15DPI_rep2_FP200000266TR_E2,375,13,IMC,uninj,V,NO,547.0,3111.0,Microglia,MCG
CELL.376,CELL.376,0,Injury_15DPI_rep2_FP200000266TR_E2,376,1,VLMC,uninj,V,NO,551.0,2979.0,VLMC,VLMC
CELL.379,CELL.379,1,Injury_15DPI_rep2_FP200000266TR_E2,379,2,CMPN,inj,V,NO,548.0,1965.0,CMPN,CMPN
CELL.381,CELL.381,1,Injury_15DPI_rep2_FP200000266TR_E2,381,1,VLMC,inj,V,NO,551.0,2404.0,VLMC,VLMC
CELL.382,CELL.382,1,Injury_15DPI_rep2_FP200000266TR_E2,382,2,CMPN,uninj,V,NO,553.0,4143.0,CMPN,CMPN
CELL.383,CELL.383,0,Injury_15DPI_rep2_FP200000266TR_E2,383,9,VLMC,inj,V,NO,552.0,823.0,VLMC,VLMC
CELL.386,CELL.386,1,Injury_15DPI_rep2_FP200000266TR_E2,386,15,NBL,inj,V,NO,548.0,1819.0,NTNG1EX,NTNG1EX
CELL.387,CELL.387,11,Injury_15DPI_rep2_FP200000266TR_E2,387,2,CMPN,inj,V,NO,554.0,937.0,CMPN,CMPN
CELL.388,CELL.388,1,Injury_15DPI_rep2_FP200000266TR_E2,388,2,CMPN,inj,V,NO,556.0,1615.0,CMPN,CMPN
CELL.389,CELL.389,0,Injury_15DPI_rep2_FP200000266TR_E2,389,1,CP,inj,V,NO,551.0,2567.0,VLMC,VLMC
CELL.390,CELL.390,11,Injury_15DPI_rep2_FP200000266TR_E2,390,1,CP,inj,V,NO,560.0,796.0,VLMC,VLMC
CELL.391,CELL.391,1,Injury_15DPI_rep2_FP200000266TR_E2,391,2,CMPN,inj,V,NO,559.0,1759.0,CMPN,CMPN
CELL.392,CELL.392,0,Injury_15DPI_rep2_FP200000266TR_E2,392,9,VLMC,uninj,V,NO,542.0,4897.0,VLMC,VLMC
CELL.393,CELL.393,1,Injury_15DPI_rep2_FP200000266TR_E2,393,2,CMPN,inj,V,NO,561.0,1636.0,CMPN,CMPN
CELL.394,CELL.394,11,Injury_15DPI_rep2_FP200000266TR_E2,394,2,CMPN,uninj,V,NO,559.0,4244.0,CMPN,CMPN
CELL.395,CELL.395,0,Injury_15DPI_rep2_FP200000266TR_E2,395,1,VLMC,uninj,V,NO,560.0,4589.0,VLMC,VLMC
CELL.396,CELL.396,7,Injury_15DPI_rep2_FP200000266TR_E2,396,2,CMPN,inj,V,NO,561.0,1148.0,CMPN,CMPN
CELL.398,CELL.398,0,Injury_15DPI_rep2_FP200000266TR_E2,398,1,VLMC,inj,V,NO,554.0,742.0,VLMC,VLMC
CELL.399,CELL.399,0,Injury_15DPI_rep2_FP200000266TR_E2,399,1,VLMC,uninj,V,NO,556.0,3004.0,VLMC,VLMC
CELL.400,CELL.400,1,Injury_15DPI_rep2_FP200000266TR_E2,400,15,NBL,uninj,V,NO,560.0,3715.0,NTNG1EX,NTNG1EX
CELL.403,CELL.403,1,Injury_15DPI_rep2_FP200000266TR_E2,403,2,CMPN,inj,V,NO,564.0,1068.0,CMPN,CMPN
CELL.404,CELL.404,1,Injury_15DPI_rep2_FP200000266TR_E2,404,15,NBL,inj,V,NO,565.0,2330.0,NTNG1EX,NTNG1EX
CELL.406,CELL.406,1,Injury_15DPI_rep2_FP200000266TR_E2,406,2,CMPN,inj,V,NO,569.0,1847.0,CMPN,CMPN
CELL.410,CELL.410,7,Injury_15DPI_rep2_FP200000266TR_E2,410,2,CMPN,inj,V,NO,570.0,1285.0,CMPN,CMPN
CELL.411,CELL.411,1,Injury_15DPI_rep2_FP200000266TR_E2,411,2,CMPN,inj,V,NO,560.0,1510.0,CMPN,CMPN
CELL.412,CELL.412,1,Injury_15DPI_rep2_FP200000266TR_E2,412,15,NBL,inj,V,NO,562.0,2258.0,NTNG1EX,NTNG1EX
CELL.413,CELL.413,1,Injury_15DPI_rep2_FP200000266TR_E2,413,15,NBL,inj,V,NO,569.0,2363.0,NTNG1EX,NTNG1EX
CELL.415,CELL.415,1,Injury_15DPI_rep2_FP200000266TR_E2,415,15,NBL,inj,V,NO,565.0,2206.0,NTNG1EX,NTNG1EX
CELL.416,CELL.416,1,Injury_15DPI_rep2_FP200000266TR_E2,416,1,CP,inj,V,NO,566.0,2534.0,VLMC,VLMC
CELL.418,CELL.418,1,Injury_15DPI_rep2_FP200000266TR_E2,418,1,CP,uninj,V,NO,563.0,4462.0,VLMC,VLMC
CELL.419,CELL.419,7,Injury_15DPI_rep2_FP200000266TR_E2,419,2,CMPN,inj,V,NO,567.0,1471.0,CMPN,CMPN
CELL.421,CELL.421,0,Injury_15DPI_rep2_FP200000266TR_E2,421,1,VLMC,uninj,V,NO,570.0,4650.0,VLMC,VLMC
CELL.422,CELL.422,7,Injury_15DPI_rep2_FP200000266TR_E2,422,2,CMPN,inj,V,NO,564.0,975.0,CMPN,CMPN
CELL.423,CELL.423,7,Injury_15DPI_rep2_FP200000266TR_E2,423,2,CMPN,inj,V,NO,574.0,1394.0,CMPN,CMPN
CELL.425,CELL.425,0,Injury_15DPI_rep2_FP200000266TR_E2,425,1,VLMC,uninj,V,NO,572.0,2933.0,VLMC,VLMC
CELL.427,CELL.427,7,Injury_15DPI_rep2_FP200000266TR_E2,427,2,CMPN,inj,V,NO,558.0,1219.0,CMPN,CMPN
CELL.428,CELL.428,1,Injury_15DPI_rep2_FP200000266TR_E2,428,15,NBL,inj,V,NO,576.0,2280.0,NTNG1EX,NTNG1EX
CELL.429,CELL.429,0,Injury_15DPI_rep2_FP200000266TR_E2,429,1,VLMC,uninj,V,NO,576.0,4688.0,VLMC,VLMC
CELL.430,CELL.430,7,Injury_15DPI_rep2_FP200000266TR_E2,430,2,CMPN,inj,V,NO,577.0,1244.0,CMPN,CMPN
CELL.432,CELL.432,0,Injury_15DPI_rep2_FP200000266TR_E2,432,1,VLMC,inj,V,NO,580.0,2598.0,VLMC,VLMC
CELL.433,CELL.433,0,Injury_15DPI_rep2_FP200000266TR_E2,433,1,CP,uninj,V,NO,577.0,3107.0,VLMC,VLMC
CELL.435,CELL.435,1,Injury_15DPI_rep2_FP200000266TR_E2,435,2,NBL,inj,V,NO,587.0,1808.0,NTNG1EX,NTNG1EX
CELL.436,CELL.436,0,Injury_15DPI_rep2_FP200000266TR_E2,436,1,CP,inj,V,NO,576.0,2561.0,VLMC,VLMC
CELL.437,CELL.437,11,Injury_15DPI_rep2_FP200000266TR_E2,437,1,VLMC,uninj,V,NO,577.0,2870.0,VLMC,VLMC
CELL.438,CELL.438,1,Injury_15DPI_rep2_FP200000266TR_E2,438,2,CMPN,uninj,V,NO,571.0,3691.0,CMPN,CMPN
CELL.439,CELL.439,7,Injury_15DPI_rep2_FP200000266TR_E2,439,2,CMPN,inj,V,NO,585.0,1182.0,CMPN,CMPN
CELL.440,CELL.440,1,Injury_15DPI_rep2_FP200000266TR_E2,440,2,CMPN,inj,V,NO,579.0,1342.0,CMPN,CMPN
CELL.441,CELL.441,7,Injury_15DPI_rep2_FP200000266TR_E2,441,2,CMPN,inj,V,NO,577.0,1540.0,CMPN,CMPN
CELL.442,CELL.442,0,Injury_15DPI_rep2_FP200000266TR_E2,442,1,VLMC,uninj,V,NO,585.0,2904.0,VLMC,VLMC
CELL.443,CELL.443,0,Injury_15DPI_rep2_FP200000266TR_E2,443,9,VLMC,uninj,V,NO,582.0,5023.0,VLMC,VLMC
CELL.444,CELL.444,11,Injury_15DPI_rep2_FP200000266TR_E2,444,1,CP,uninj,V,NO,581.0,4718.0,VLMC,VLMC
CELL.445,CELL.445,1,Injury_15DPI_rep2_FP200000266TR_E2,445,8,SSTIN,uninj,V,NO,586.0,4365.0,SSTIN,SSTIN
CELL.446,CELL.446,5,Injury_15DPI_rep2_FP200000266TR_E2,446,9,VLMC,inj,V,NO,586.0,884.0,VLMC,VLMC
CELL.448,CELL.448,7,Injury_15DPI_rep2_FP200000266TR_E2,448,2,CMPN,inj,V,NO,580.0,1110.0,CMPN,CMPN
CELL.449,CELL.449,7,Injury_15DPI_rep2_FP200000266TR_E2,449,2,CMPN,inj,V,NO,584.0,1600.0,CMPN,CMPN
CELL.450,CELL.450,7,Injury_15DPI_rep2_FP200000266TR_E2,450,2,CMPN,inj,V,NO,599.0,1620.0,CMPN,CMPN
CELL.451,CELL.451,0,Injury_15DPI_rep2_FP200000266TR_E2,451,9,VLMC,uninj,V,NO,591.0,4992.0,VLMC,VLMC
CELL.452,CELL.452,7,Injury_15DPI_rep2_FP200000266TR_E2,452,2,CMPN,inj,V,NO,586.0,1675.0,CMPN,CMPN
CELL.453,CELL.453,0,Injury_15DPI_rep2_FP200000266TR_E2,453,1,CP,inj,V,NO,588.0,649.0,VLMC,VLMC
CELL.454,CELL.454,1,Injury_15DPI_rep2_FP200000266TR_E2,454,2,CMPN,inj,V,NO,592.0,1710.0,CMPN,CMPN
CELL.455,CELL.455,1,Injury_15DPI_rep2_FP200000266TR_E2,455,1,CP,uninj,V,NO,594.0,3713.0,VLMC,VLMC
CELL.456,CELL.456,7,Injury_15DPI_rep2_FP200000266TR_E2,456,2,CMPN,uninj,V,NO,595.0,4096.0,CMPN,CMPN
CELL.457,CELL.457,7,Injury_15DPI_rep2_FP200000266TR_E2,457,2,CMPN,inj,V,NO,592.0,1068.0,CMPN,CMPN
CELL.458,CELL.458,0,Injury_15DPI_rep2_FP200000266TR_E2,458,1,VLMC,inj,V,NO,591.0,755.0,VLMC,VLMC
CELL.459,CELL.459,7,Injury_15DPI_rep2_FP200000266TR_E2,459,2,CMPN,inj,V,NO,592.0,1427.0,CMPN,CMPN
CELL.461,CELL.461,7,Injury_15DPI_rep2_FP200000266TR_E2,461,2,CMPN,inj,V,NO,595.0,1137.0,CMPN,CMPN
CELL.463,CELL.463,1,Injury_15DPI_rep2_FP200000266TR_E2,463,2,CMPN,uninj,V,NO,596.0,4146.0,CMPN,CMPN
CELL.464,CELL.464,1,Injury_15DPI_rep2_FP200000266TR_E2,464,15,NBL,inj,V,NO,592.0,2343.0,NTNG1EX,NTNG1EX
CELL.465,CELL.465,1,Injury_15DPI_rep2_FP200000266TR_E2,465,15,NBL,uninj,V,NO,593.0,3828.0,NTNG1EX,NTNG1EX
CELL.467,CELL.467,5,Injury_15DPI_rep2_FP200000266TR_E2,467,5,StriatumIN,inj,V,NO,599.0,962.0,CMPN,CMPN
CELL.468,CELL.468,7,Injury_15DPI_rep2_FP200000266TR_E2,468,5,StriatumIN,inj,V,NO,595.0,1005.0,CMPN,CMPN
CELL.469,CELL.469,11,Injury_15DPI_rep2_FP200000266TR_E2,469,2,CMPN,inj,V,NO,598.0,1504.0,CMPN,CMPN
CELL.470,CELL.470,7,Injury_15DPI_rep2_FP200000266TR_E2,470,2,CMPN,inj,V,NO,607.0,1254.0,CMPN,CMPN
CELL.471,CELL.471,1,Injury_15DPI_rep2_FP200000266TR_E2,471,15,NBL,inj,V,NO,596.0,2246.0,NTNG1EX,NTNG1EX
CELL.473,CELL.473,7,Injury_15DPI_rep2_FP200000266TR_E2,473,2,CMPN,inj,V,NO,595.0,1327.0,CMPN,CMPN
CELL.474,CELL.474,0,Injury_15DPI_rep2_FP200000266TR_E2,474,1,VLMC,uninj,V,NO,596.0,2960.0,VLMC,VLMC
CELL.475,CELL.475,1,Injury_15DPI_rep2_FP200000266TR_E2,475,15,NBL,inj,V,NO,598.0,2322.0,NTNG1EX,NTNG1EX
CELL.476,CELL.476,1,Injury_15DPI_rep2_FP200000266TR_E2,476,8,SSTIN,uninj,V,NO,597.0,4067.0,SSTIN,SSTIN
CELL.477,CELL.477,1,Injury_15DPI_rep2_FP200000266TR_E2,477,8,BKC,inj,V,NO,608.0,915.0,SSTIN,SSTIN
CELL.479,CELL.479,0,Injury_15DPI_rep2_FP200000266TR_E2,479,1,CP,uninj,V,NO,598.0,3224.0,VLMC,VLMC
CELL.481,CELL.481,0,Injury_15DPI_rep2_FP200000266TR_E2,481,9,VLMC,inj,V,NO,606.0,606.0,VLMC,VLMC
CELL.484,CELL.484,0,Injury_15DPI_rep2_FP200000266TR_E2,484,1,VLMC,uninj,V,NO,603.0,2928.0,VLMC,VLMC
CELL.487,CELL.487,7,Injury_15DPI_rep2_FP200000266TR_E2,487,2,CMPN,inj,V,NO,603.0,1293.0,CMPN,CMPN
CELL.488,CELL.488,7,Injury_15DPI_rep2_FP200000266TR_E2,488,2,CMPN,inj,V,NO,605.0,1091.0,CMPN,CMPN
CELL.491,CELL.491,0,Injury_15DPI_rep2_FP200000266TR_E2,491,1,VLMC,inj,V,NO,598.0,720.0,VLMC,VLMC
CELL.493,CELL.493,1,Injury_15DPI_rep2_FP200000266TR_E2,493,12,NPYIN,uninj,V,NO,605.0,3950.0,NPYIN,NPYIN
