,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.3798,CELL.3798,1,Injury_20DPI_rep2_SS200000147BL_B4,3798,4,10245.0,2196.0,uninj,V,CMPN,CMPN
CELL.3799,CELL.3799,3,Injury_20DPI_rep2_SS200000147BL_B4,3799,11,10508.0,2185.0,uninj,V,CCKIN,CCKIN
CELL.3802,CELL.3802,6,Injury_20DPI_rep2_SS200000147BL_B4,3802,17,9675.0,2197.0,uninj,V,NTNG1EX,NTNG1EX
CELL.3803,CELL.3803,1,Injury_20DPI_rep2_SS200000147BL_B4,3803,7,9953.0,2189.0,uninj,V,CMPN,CMPN
CELL.3804,CELL.3804,3,Injury_20DPI_rep2_SS200000147BL_B4,3804,11,10816.0,2202.0,uninj,V,CCKIN,CCKIN
CELL.3808,CELL.3808,3,Injury_20DPI_rep2_SS200000147BL_B4,3808,11,10709.0,2195.0,uninj,V,CCKIN,CCKIN
CELL.3816,CELL.3816,6,Injury_20DPI_rep2_SS200000147BL_B4,3816,7,9112.0,2206.0,uninj,V,VLMC,VLMC
CELL.3817,CELL.3817,6,Injury_20DPI_rep2_SS200000147BL_B4,3817,7,9398.0,2198.0,uninj,V,VLMC,VLMC
CELL.3822,CELL.3822,1,Injury_20DPI_rep2_SS200000147BL_B4,3822,4,10193.0,2207.0,uninj,V,CMPN,CMPN
CELL.3827,CELL.3827,1,Injury_20DPI_rep2_SS200000147BL_B4,3827,4,10123.0,2205.0,uninj,V,CMPN,CMPN
CELL.3828,CELL.3828,1,Injury_20DPI_rep2_SS200000147BL_B4,3828,17,10166.0,2218.0,uninj,V,NTNG1EX,NTNG1EX
CELL.3829,CELL.3829,5,Injury_20DPI_rep2_SS200000147BL_B4,3829,17,11359.0,2195.0,uninj,V,NTNG1EX,NTNG1EX
CELL.3831,CELL.3831,1,Injury_20DPI_rep2_SS200000147BL_B4,3831,14,10374.0,2210.0,uninj,V,SSTIN,SSTIN
CELL.3834,CELL.3834,1,Injury_20DPI_rep2_SS200000147BL_B4,3834,4,10348.0,2205.0,uninj,V,CMPN,CMPN
CELL.3835,CELL.3835,3,Injury_20DPI_rep2_SS200000147BL_B4,3835,4,10438.0,2207.0,uninj,V,CMPN,CMPN
CELL.3836,CELL.3836,1,Injury_20DPI_rep2_SS200000147BL_B4,3836,4,9843.0,2203.0,uninj,V,CMPN,CMPN
CELL.3837,CELL.3837,3,Injury_20DPI_rep2_SS200000147BL_B4,3837,11,10491.0,2210.0,uninj,V,CCKIN,CCKIN
CELL.3838,CELL.3838,3,Injury_20DPI_rep2_SS200000147BL_B4,3838,11,10767.0,2213.0,uninj,V,CCKIN,CCKIN
CELL.3841,CELL.3841,1,Injury_20DPI_rep2_SS200000147BL_B4,3841,4,10323.0,2210.0,uninj,V,CMPN,CMPN
CELL.3842,CELL.3842,3,Injury_20DPI_rep2_SS200000147BL_B4,3842,11,10555.0,2209.0,uninj,V,CCKIN,CCKIN
CELL.3843,CELL.3843,3,Injury_20DPI_rep2_SS200000147BL_B4,3843,11,10591.0,2209.0,uninj,V,CCKIN,CCKIN
CELL.3844,CELL.3844,5,Injury_20DPI_rep2_SS200000147BL_B4,3844,9,8947.0,2209.0,uninj,V,VLMC,VLMC
CELL.3845,CELL.3845,3,Injury_20DPI_rep2_SS200000147BL_B4,3845,4,10402.0,2208.0,uninj,V,CMPN,CMPN
CELL.3846,CELL.3846,3,Injury_20DPI_rep2_SS200000147BL_B4,3846,11,10667.0,2212.0,uninj,V,CCKIN,CCKIN
CELL.3847,CELL.3847,6,Injury_20DPI_rep2_SS200000147BL_B4,3847,7,9437.0,2205.0,uninj,V,VLMC,VLMC
CELL.3852,CELL.3852,5,Injury_20DPI_rep2_SS200000147BL_B4,3852,9,8968.0,2216.0,uninj,V,VLMC,VLMC
CELL.3853,CELL.3853,6,Injury_20DPI_rep2_SS200000147BL_B4,3853,7,9137.0,2212.0,uninj,V,NTNG1EX,NTNG1EX
CELL.3854,CELL.3854,3,Injury_20DPI_rep2_SS200000147BL_B4,3854,10,10456.0,2220.0,uninj,V,Striatum IN,MSN
CELL.3860,CELL.3860,1,Injury_20DPI_rep2_SS200000147BL_B4,3860,4,10003.0,2210.0,uninj,V,CMPN,CMPN
CELL.3863,CELL.3863,5,Injury_20DPI_rep2_SS200000147BL_B4,3863,9,7411.0,2221.0,inj,V,VLMC,VLMC
CELL.3864,CELL.3864,1,Injury_20DPI_rep2_SS200000147BL_B4,3864,11,10927.0,2217.0,uninj,V,CCKIN,CCKIN
CELL.3872,CELL.3872,1,Injury_20DPI_rep2_SS200000147BL_B4,3872,13,9708.0,2226.0,uninj,V,NPYIN,NPYIN
CELL.3873,CELL.3873,1,Injury_20DPI_rep2_SS200000147BL_B4,3873,4,10066.0,2219.0,uninj,V,CMPN,CMPN
CELL.3874,CELL.3874,1,Injury_20DPI_rep2_SS200000147BL_B4,3874,4,10099.0,2212.0,uninj,V,CMPN,CMPN
CELL.3876,CELL.3876,1,Injury_20DPI_rep2_SS200000147BL_B4,3876,4,10221.0,2221.0,uninj,V,CMPN,CMPN
CELL.3877,CELL.3877,3,Injury_20DPI_rep2_SS200000147BL_B4,3877,11,10637.0,2222.0,uninj,V,CCKIN,CCKIN
CELL.3878,CELL.3878,3,Injury_20DPI_rep2_SS200000147BL_B4,3878,11,10697.0,2221.0,uninj,V,CCKIN,CCKIN
CELL.3881,CELL.3881,5,Injury_20DPI_rep2_SS200000147BL_B4,3881,9,7877.0,2228.0,inj,V,VLMC,VLMC
CELL.3882,CELL.3882,5,Injury_20DPI_rep2_SS200000147BL_B4,3882,9,7931.0,2227.0,inj,V,VLMC,VLMC
CELL.3883,CELL.3883,5,Injury_20DPI_rep2_SS200000147BL_B4,3883,9,7373.0,2227.0,inj,V,VLMC,VLMC
CELL.3884,CELL.3884,5,Injury_20DPI_rep2_SS200000147BL_B4,3884,9,7807.0,2224.0,inj,V,VLMC,VLMC
CELL.3886,CELL.3886,1,Injury_20DPI_rep2_SS200000147BL_B4,3886,4,10254.0,2224.0,uninj,V,CMPN,CMPN
CELL.3887,CELL.3887,5,Injury_20DPI_rep2_SS200000147BL_B4,3887,9,7767.0,2227.0,inj,V,VLMC,VLMC
CELL.3888,CELL.3888,5,Injury_20DPI_rep2_SS200000147BL_B4,3888,9,7839.0,2221.0,inj,V,VLMC,VLMC
CELL.3889,CELL.3889,3,Injury_20DPI_rep2_SS200000147BL_B4,3889,11,10521.0,2224.0,uninj,V,CCKIN,CCKIN
CELL.3891,CELL.3891,1,Injury_20DPI_rep2_SS200000147BL_B4,3891,4,10141.0,2220.0,uninj,V,CMPN,CMPN
CELL.3893,CELL.3893,5,Injury_20DPI_rep2_SS200000147BL_B4,3893,9,7499.0,2228.0,inj,V,VLMC,VLMC
CELL.3894,CELL.3894,1,Injury_20DPI_rep2_SS200000147BL_B4,3894,4,9622.0,2222.0,uninj,V,CMPN,CMPN
CELL.3896,CELL.3896,5,Injury_20DPI_rep2_SS200000147BL_B4,3896,9,7570.0,2222.0,inj,V,VLMC,VLMC
CELL.3898,CELL.3898,1,Injury_20DPI_rep2_SS200000147BL_B4,3898,10,10277.0,2222.0,uninj,V,Striatum IN,MSN
CELL.3900,CELL.3900,5,Injury_20DPI_rep2_SS200000147BL_B4,3900,9,7616.0,2222.0,inj,V,VLMC,VLMC
CELL.3901,CELL.3901,3,Injury_20DPI_rep2_SS200000147BL_B4,3901,11,10733.0,2238.0,uninj,V,CCKIN,CCKIN
CELL.3902,CELL.3902,1,Injury_20DPI_rep2_SS200000147BL_B4,3902,17,10027.0,2226.0,uninj,V,NTNG1EX,NTNG1EX
CELL.3903,CELL.3903,1,Injury_20DPI_rep2_SS200000147BL_B4,3903,17,10120.0,2228.0,uninj,V,NTNG1EX,NTNG1EX
CELL.3906,CELL.3906,1,Injury_20DPI_rep2_SS200000147BL_B4,3906,4,10311.0,2231.0,uninj,V,CMPN,CMPN
CELL.3907,CELL.3907,3,Injury_20DPI_rep2_SS200000147BL_B4,3907,14,10418.0,2228.0,uninj,V,SSTIN,SSTIN
CELL.3911,CELL.3911,1,Injury_20DPI_rep2_SS200000147BL_B4,3911,4,9884.0,2238.0,uninj,V,CMPN,CMPN
CELL.3912,CELL.3912,5,Injury_20DPI_rep2_SS200000147BL_B4,3912,9,7962.0,2235.0,inj,V,VLMC,VLMC
CELL.3918,CELL.3918,1,Injury_20DPI_rep2_SS200000147BL_B4,3918,4,10356.0,2235.0,uninj,V,CMPN,CMPN
CELL.3919,CELL.3919,3,Injury_20DPI_rep2_SS200000147BL_B4,3919,11,10481.0,2238.0,uninj,V,CCKIN,CCKIN
CELL.3922,CELL.3922,1,Injury_20DPI_rep2_SS200000147BL_B4,3922,7,9673.0,2233.0,uninj,V,VLMC,VLMC
CELL.3923,CELL.3923,3,Injury_20DPI_rep2_SS200000147BL_B4,3923,11,10576.0,2237.0,uninj,V,CCKIN,CCKIN
CELL.3927,CELL.3927,5,Injury_20DPI_rep2_SS200000147BL_B4,3927,9,8032.0,2242.0,inj,V,VLMC,VLMC
CELL.3928,CELL.3928,3,Injury_20DPI_rep2_SS200000147BL_B4,3928,11,10827.0,2241.0,uninj,V,CCKIN,CCKIN
CELL.3929,CELL.3929,1,Injury_20DPI_rep2_SS200000147BL_B4,3929,4,10193.0,2244.0,uninj,V,CMPN,CMPN
CELL.3932,CELL.3932,3,Injury_20DPI_rep2_SS200000147BL_B4,3932,11,10533.0,2254.0,uninj,V,CCKIN,CCKIN
CELL.3933,CELL.3933,5,Injury_20DPI_rep2_SS200000147BL_B4,3933,9,8917.0,2236.0,uninj,V,VLMC,VLMC
CELL.3934,CELL.3934,3,Injury_20DPI_rep2_SS200000147BL_B4,3934,11,10606.0,2246.0,uninj,V,CCKIN,CCKIN
CELL.3935,CELL.3935,3,Injury_20DPI_rep2_SS200000147BL_B4,3935,14,10673.0,2242.0,uninj,V,SSTIN,SSTIN
CELL.3938,CELL.3938,5,Injury_20DPI_rep2_SS200000147BL_B4,3938,9,8001.0,2247.0,inj,V,VLMC,VLMC
CELL.3939,CELL.3939,3,Injury_20DPI_rep2_SS200000147BL_B4,3939,11,10763.0,2244.0,uninj,V,CCKIN,CCKIN
CELL.3941,CELL.3941,1,Injury_20DPI_rep2_SS200000147BL_B4,3941,4,9938.0,2245.0,uninj,V,CMPN,CMPN
CELL.3942,CELL.3942,3,Injury_20DPI_rep2_SS200000147BL_B4,3942,11,10711.0,2246.0,uninj,V,CCKIN,CCKIN
CELL.3944,CELL.3944,1,Injury_20DPI_rep2_SS200000147BL_B4,3944,4,10042.0,2249.0,uninj,V,CMPN,CMPN
CELL.3945,CELL.3945,1,Injury_20DPI_rep2_SS200000147BL_B4,3945,4,10085.0,2248.0,uninj,V,CMPN,CMPN
CELL.3946,CELL.3946,1,Injury_20DPI_rep2_SS200000147BL_B4,3946,17,10159.0,2250.0,uninj,V,NTNG1EX,NTNG1EX
CELL.3949,CELL.3949,5,Injury_20DPI_rep2_SS200000147BL_B4,3949,9,7308.0,2254.0,inj,V,VLMC,VLMC
CELL.3953,CELL.3953,1,Injury_20DPI_rep2_SS200000147BL_B4,3953,17,10137.0,2255.0,uninj,V,NTNG1EX,NTNG1EX
CELL.3954,CELL.3954,1,Injury_20DPI_rep2_SS200000147BL_B4,3954,4,10219.0,2250.0,uninj,V,CMPN,CMPN
CELL.3956,CELL.3956,3,Injury_20DPI_rep2_SS200000147BL_B4,3956,11,10793.0,2252.0,uninj,V,CCKIN,CCKIN
CELL.3958,CELL.3958,5,Injury_20DPI_rep2_SS200000147BL_B4,3958,9,8088.0,2263.0,inj,V,VLMC,VLMC
CELL.3959,CELL.3959,1,Injury_20DPI_rep2_SS200000147BL_B4,3959,4,9732.0,2244.0,uninj,V,CMPN,CMPN
CELL.3960,CELL.3960,3,Injury_20DPI_rep2_SS200000147BL_B4,3960,11,10645.0,2249.0,uninj,V,CCKIN,CCKIN
CELL.3962,CELL.3962,5,Injury_20DPI_rep2_SS200000147BL_B4,3962,9,8981.0,2256.0,uninj,V,VLMC,VLMC
CELL.3965,CELL.3965,1,Injury_20DPI_rep2_SS200000147BL_B4,3965,13,9861.0,2256.0,uninj,V,NPYIN,NPYIN
CELL.3966,CELL.3966,6,Injury_20DPI_rep2_SS200000147BL_B4,3966,4,10372.0,2256.0,uninj,V,CMPN,CMPN
CELL.3969,CELL.3969,1,Injury_20DPI_rep2_SS200000147BL_B4,3969,4,10400.0,2255.0,uninj,V,CMPN,CMPN
CELL.3970,CELL.3970,1,Injury_20DPI_rep2_SS200000147BL_B4,3970,11,10910.0,2259.0,uninj,V,CCKIN,CCKIN
CELL.3971,CELL.3971,1,Injury_20DPI_rep2_SS200000147BL_B4,3971,11,10976.0,2256.0,uninj,V,CCKIN,CCKIN
CELL.3974,CELL.3974,3,Injury_20DPI_rep2_SS200000147BL_B4,3974,4,10429.0,2251.0,uninj,V,CMPN,CMPN
CELL.3976,CELL.3976,1,Injury_20DPI_rep2_SS200000147BL_B4,3976,4,10251.0,2257.0,uninj,V,CMPN,CMPN
CELL.3978,CELL.3978,5,Injury_20DPI_rep2_SS200000147BL_B4,3978,3,9541.0,2260.0,uninj,V,Immature Neuron-Wound,IMN
CELL.3982,CELL.3982,3,Injury_20DPI_rep2_SS200000147BL_B4,3982,11,10453.0,2259.0,uninj,V,CCKIN,CCKIN
CELL.3984,CELL.3984,5,Injury_20DPI_rep2_SS200000147BL_B4,3984,9,7407.0,2250.0,inj,V,VLMC,VLMC
CELL.3986,CELL.3986,5,Injury_20DPI_rep2_SS200000147BL_B4,3986,9,7379.0,2257.0,inj,V,VLMC,VLMC
CELL.3989,CELL.3989,1,Injury_20DPI_rep2_SS200000147BL_B4,3989,4,10283.0,2267.0,uninj,V,CMPN,CMPN
CELL.3990,CELL.3990,1,Injury_20DPI_rep2_SS200000147BL_B4,3990,4,10312.0,2264.0,uninj,V,CMPN,CMPN
CELL.3991,CELL.3991,1,Injury_20DPI_rep2_SS200000147BL_B4,3991,11,10347.0,2268.0,uninj,V,CCKIN,CCKIN
CELL.3999,CELL.3999,3,Injury_20DPI_rep2_SS200000147BL_B4,3999,11,10687.0,2264.0,uninj,V,CCKIN,CCKIN
CELL.4003,CELL.4003,1,Injury_20DPI_rep2_SS200000147BL_B4,4003,4,10115.0,2270.0,uninj,V,CMPN,CMPN
CELL.4006,CELL.4006,5,Injury_20DPI_rep2_SS200000147BL_B4,4006,9,7230.0,2275.0,inj,V,VLMC,VLMC
CELL.4007,CELL.4007,5,Injury_20DPI_rep2_SS200000147BL_B4,4007,9,8918.0,2269.0,uninj,V,VLMC,VLMC
CELL.4009,CELL.4009,6,Injury_20DPI_rep2_SS200000147BL_B4,4009,11,10845.0,2266.0,uninj,V,CCKIN,CCKIN
CELL.4011,CELL.4011,3,Injury_20DPI_rep2_SS200000147BL_B4,4011,11,10513.0,2271.0,uninj,V,CCKIN,CCKIN
CELL.4012,CELL.4012,6,Injury_20DPI_rep2_SS200000147BL_B4,4012,2,10868.0,2269.0,uninj,V,CMPN,CMPN
CELL.4014,CELL.4014,5,Injury_20DPI_rep2_SS200000147BL_B4,4014,7,8956.0,2272.0,uninj,V,VLMC,VLMC
CELL.4015,CELL.4015,1,Injury_20DPI_rep2_SS200000147BL_B4,4015,7,9690.0,2267.0,uninj,V,VLMC,VLMC
CELL.4016,CELL.4016,1,Injury_20DPI_rep2_SS200000147BL_B4,4016,4,10009.0,2267.0,uninj,V,CMPN,CMPN
CELL.4017,CELL.4017,1,Injury_20DPI_rep2_SS200000147BL_B4,4017,13,10063.0,2271.0,uninj,V,NPYIN,NPYIN
CELL.4018,CELL.4018,3,Injury_20DPI_rep2_SS200000147BL_B4,4018,11,10820.0,2270.0,uninj,V,CCKIN,CCKIN
CELL.4020,CELL.4020,1,Injury_20DPI_rep2_SS200000147BL_B4,4020,17,9316.0,2279.0,uninj,V,NTNG1EX,NTNG1EX
CELL.4024,CELL.4024,1,Injury_20DPI_rep2_SS200000147BL_B4,4024,4,9881.0,2277.0,uninj,V,CMPN,CMPN
CELL.4025,CELL.4025,1,Injury_20DPI_rep2_SS200000147BL_B4,4025,4,10160.0,2273.0,uninj,V,CMPN,CMPN
CELL.4026,CELL.4026,3,Injury_20DPI_rep2_SS200000147BL_B4,4026,11,10567.0,2266.0,uninj,V,CCKIN,CCKIN
CELL.4030,CELL.4030,1,Injury_20DPI_rep2_SS200000147BL_B4,4030,7,10401.0,2276.0,uninj,V,VLMC,VLMC
CELL.4032,CELL.4032,1,Injury_20DPI_rep2_SS200000147BL_B4,4032,4,10212.0,2285.0,uninj,V,CMPN,CMPN
CELL.4033,CELL.4033,3,Injury_20DPI_rep2_SS200000147BL_B4,4033,11,10641.0,2277.0,uninj,V,CCKIN,CCKIN
CELL.4034,CELL.4034,3,Injury_20DPI_rep2_SS200000147BL_B4,4034,11,10720.0,2275.0,uninj,V,CCKIN,CCKIN
CELL.4035,CELL.4035,5,Injury_20DPI_rep2_SS200000147BL_B4,4035,9,8978.0,2276.0,uninj,V,VLMC,VLMC
CELL.4036,CELL.4036,6,Injury_20DPI_rep2_SS200000147BL_B4,4036,4,10181.0,2275.0,uninj,V,CMPN,CMPN
CELL.4038,CELL.4038,3,Injury_20DPI_rep2_SS200000147BL_B4,4038,11,10751.0,2281.0,uninj,V,CCKIN,CCKIN
CELL.4042,CELL.4042,3,Injury_20DPI_rep2_SS200000147BL_B4,4042,11,10473.0,2280.0,uninj,V,CCKIN,CCKIN
CELL.4043,CELL.4043,3,Injury_20DPI_rep2_SS200000147BL_B4,4043,11,10586.0,2284.0,uninj,V,CCKIN,CCKIN
CELL.4044,CELL.4044,3,Injury_20DPI_rep2_SS200000147BL_B4,4044,11,10548.0,2277.0,uninj,V,CCKIN,CCKIN
CELL.4051,CELL.4051,3,Injury_20DPI_rep2_SS200000147BL_B4,4051,10,10429.0,2285.0,uninj,V,Striatum IN,MSN
CELL.4054,CELL.4054,6,Injury_20DPI_rep2_SS200000147BL_B4,4054,7,9031.0,2284.0,uninj,V,VLMC,VLMC
CELL.4055,CELL.4055,1,Injury_20DPI_rep2_SS200000147BL_B4,4055,7,9571.0,2284.0,uninj,V,VLMC,VLMC
CELL.4056,CELL.4056,1,Injury_20DPI_rep2_SS200000147BL_B4,4056,4,10292.0,2290.0,uninj,V,CMPN,CMPN
CELL.4058,CELL.4058,5,Injury_20DPI_rep2_SS200000147BL_B4,4058,9,8079.0,2281.0,inj,V,VLMC,VLMC
CELL.4060,CELL.4060,1,Injury_20DPI_rep2_SS200000147BL_B4,4060,4,10256.0,2288.0,uninj,V,CMPN,CMPN
CELL.4061,CELL.4061,5,Injury_20DPI_rep2_SS200000147BL_B4,4061,7,9729.0,2291.0,uninj,V,VLMC,VLMC
CELL.4063,CELL.4063,1,Injury_20DPI_rep2_SS200000147BL_B4,4063,2,10086.0,2287.0,uninj,V,NPTXEX,NPTXEX
CELL.4064,CELL.4064,1,Injury_20DPI_rep2_SS200000147BL_B4,4064,11,10970.0,2284.0,uninj,V,CCKIN,CCKIN
CELL.4066,CELL.4066,1,Injury_20DPI_rep2_SS200000147BL_B4,4066,4,10123.0,2290.0,uninj,V,CMPN,CMPN
CELL.4068,CELL.4068,3,Injury_20DPI_rep2_SS200000147BL_B4,4068,11,10627.0,2294.0,uninj,V,CCKIN,CCKIN
CELL.4069,CELL.4069,3,Injury_20DPI_rep2_SS200000147BL_B4,4069,11,10666.0,2290.0,uninj,V,CCKIN,CCKIN
CELL.4072,CELL.4072,1,Injury_20DPI_rep2_SS200000147BL_B4,4072,4,9935.0,2290.0,uninj,V,CMPN,CMPN
CELL.4076,CELL.4076,5,Injury_20DPI_rep2_SS200000147BL_B4,4076,3,7161.0,2296.0,inj,V,Immature Neuron-Wound,IMN
CELL.4077,CELL.4077,5,Injury_20DPI_rep2_SS200000147BL_B4,4077,9,8109.0,2289.0,inj,V,VLMC,VLMC
CELL.4078,CELL.4078,5,Injury_20DPI_rep2_SS200000147BL_B4,4078,7,9652.0,2294.0,uninj,V,VLMC,VLMC
CELL.4079,CELL.4079,1,Injury_20DPI_rep2_SS200000147BL_B4,4079,4,10337.0,2300.0,uninj,V,CMPN,CMPN
CELL.4083,CELL.4083,6,Injury_20DPI_rep2_SS200000147BL_B4,4083,4,10907.0,2297.0,uninj,V,VLMC,VLMC
CELL.4086,CELL.4086,5,Injury_20DPI_rep2_SS200000147BL_B4,4086,9,7238.0,2295.0,inj,V,VLMC,VLMC
CELL.4087,CELL.4087,1,Injury_20DPI_rep2_SS200000147BL_B4,4087,4,10159.0,2300.0,uninj,V,CMPN,CMPN
CELL.4088,CELL.4088,3,Injury_20DPI_rep2_SS200000147BL_B4,4088,4,10366.0,2302.0,uninj,V,CMPN,CMPN
CELL.4093,CELL.4093,1,Injury_20DPI_rep2_SS200000147BL_B4,4093,4,9862.0,2300.0,uninj,V,CMPN,CMPN
CELL.4094,CELL.4094,3,Injury_20DPI_rep2_SS200000147BL_B4,4094,11,10400.0,2302.0,uninj,V,CCKIN,CCKIN
CELL.4095,CELL.4095,1,Injury_20DPI_rep2_SS200000147BL_B4,4095,4,10051.0,2303.0,uninj,V,CMPN,CMPN
CELL.4096,CELL.4096,3,Injury_20DPI_rep2_SS200000147BL_B4,4096,11,10518.0,2300.0,uninj,V,CCKIN,CCKIN
CELL.4100,CELL.4100,3,Injury_20DPI_rep2_SS200000147BL_B4,4100,11,10560.0,2304.0,uninj,V,CCKIN,CCKIN
CELL.4101,CELL.4101,3,Injury_20DPI_rep2_SS200000147BL_B4,4101,11,10711.0,2303.0,uninj,V,CCKIN,CCKIN
CELL.4103,CELL.4103,5,Injury_20DPI_rep2_SS200000147BL_B4,4103,9,8050.0,2305.0,inj,V,VLMC,VLMC
CELL.4104,CELL.4104,5,Injury_20DPI_rep2_SS200000147BL_B4,4104,9,8936.0,2306.0,uninj,V,VLMC,VLMC
CELL.4105,CELL.4105,3,Injury_20DPI_rep2_SS200000147BL_B4,4105,11,10823.0,2307.0,uninj,V,CCKIN,CCKIN
CELL.4106,CELL.4106,3,Injury_20DPI_rep2_SS200000147BL_B4,4106,11,10854.0,2322.0,uninj,V,CCKIN,CCKIN
CELL.4113,CELL.4113,1,Injury_20DPI_rep2_SS200000147BL_B4,4113,4,10242.0,2306.0,uninj,V,CMPN,CMPN
CELL.4117,CELL.4117,5,Injury_20DPI_rep2_SS200000147BL_B4,4117,7,9527.0,2311.0,uninj,V,VLMC,VLMC
CELL.4118,CELL.4118,1,Injury_20DPI_rep2_SS200000147BL_B4,4118,4,10190.0,2319.0,uninj,V,CMPN,CMPN
CELL.4119,CELL.4119,3,Injury_20DPI_rep2_SS200000147BL_B4,4119,11,10771.0,2309.0,uninj,V,CCKIN,CCKIN
CELL.4120,CELL.4120,6,Injury_20DPI_rep2_SS200000147BL_B4,4120,11,11015.0,2313.0,uninj,V,CCKIN,CCKIN
CELL.4123,CELL.4123,3,Injury_20DPI_rep2_SS200000147BL_B4,4123,4,10432.0,2313.0,uninj,V,CMPN,CMPN
CELL.4127,CELL.4127,6,Injury_20DPI_rep2_SS200000147BL_B4,4127,7,9299.0,2308.0,uninj,V,VLMC,VLMC
CELL.4128,CELL.4128,5,Injury_20DPI_rep2_SS200000147BL_B4,4128,7,11467.0,2310.0,uninj,V,VLMC,VLMC
CELL.4131,CELL.4131,1,Injury_20DPI_rep2_SS200000147BL_B4,4131,4,9899.0,2316.0,uninj,V,CMPN,CMPN
CELL.4132,CELL.4132,1,Injury_20DPI_rep2_SS200000147BL_B4,4132,4,9991.0,2312.0,uninj,V,CMPN,CMPN
CELL.4134,CELL.4134,1,Injury_20DPI_rep2_SS200000147BL_B4,4134,4,10097.0,2312.0,uninj,V,CMPN,CMPN
CELL.4135,CELL.4135,3,Injury_20DPI_rep2_SS200000147BL_B4,4135,11,10598.0,2316.0,uninj,V,CCKIN,CCKIN
CELL.4136,CELL.4136,6,Injury_20DPI_rep2_SS200000147BL_B4,4136,11,10961.0,2321.0,uninj,V,CCKIN,CCKIN
CELL.4137,CELL.4137,5,Injury_20DPI_rep2_SS200000147BL_B4,4137,9,8292.0,2323.0,inj,V,VLMC,VLMC
CELL.4141,CELL.4141,1,Injury_20DPI_rep2_SS200000147BL_B4,4141,11,10630.0,2317.0,uninj,V,CCKIN,CCKIN
CELL.4142,CELL.4142,3,Injury_20DPI_rep2_SS200000147BL_B4,4142,11,10653.0,2321.0,uninj,V,CCKIN,CCKIN
CELL.4144,CELL.4144,1,Injury_20DPI_rep2_SS200000147BL_B4,4144,4,10273.0,2313.0,uninj,V,CMPN,CMPN
CELL.4147,CELL.4147,1,Injury_20DPI_rep2_SS200000147BL_B4,4147,4,10219.0,2322.0,uninj,V,CMPN,CMPN
CELL.4148,CELL.4148,1,Injury_20DPI_rep2_SS200000147BL_B4,4148,4,10304.0,2324.0,uninj,V,CMPN,CMPN
CELL.4149,CELL.4149,1,Injury_20DPI_rep2_SS200000147BL_B4,4149,11,10937.0,2328.0,uninj,V,CCKIN,CCKIN
CELL.4151,CELL.4151,1,Injury_20DPI_rep2_SS200000147BL_B4,4151,4,10080.0,2326.0,uninj,V,CMPN,CMPN
CELL.4157,CELL.4157,1,Injury_20DPI_rep2_SS200000147BL_B4,4157,4,9937.0,2323.0,uninj,V,CMPN,CMPN
CELL.4158,CELL.4158,1,Injury_20DPI_rep2_SS200000147BL_B4,4158,4,10115.0,2328.0,uninj,V,CMPN,CMPN
CELL.4163,CELL.4163,3,Injury_20DPI_rep2_SS200000147BL_B4,4163,4,10496.0,2336.0,uninj,V,CMPN,CMPN
CELL.4164,CELL.4164,3,Injury_20DPI_rep2_SS200000147BL_B4,4164,11,10737.0,2327.0,uninj,V,CCKIN,CCKIN
CELL.4166,CELL.4166,3,Injury_20DPI_rep2_SS200000147BL_B4,4166,11,10883.0,2329.0,uninj,V,CCKIN,CCKIN
CELL.4169,CELL.4169,1,Injury_20DPI_rep2_SS200000147BL_B4,4169,4,10043.0,2335.0,uninj,V,CMPN,CMPN
CELL.4170,CELL.4170,3,Injury_20DPI_rep2_SS200000147BL_B4,4170,11,10543.0,2330.0,uninj,V,CCKIN,CCKIN
CELL.4173,CELL.4173,1,Injury_20DPI_rep2_SS200000147BL_B4,4173,4,9814.0,2326.0,uninj,V,CMPN,CMPN
CELL.4174,CELL.4174,3,Injury_20DPI_rep2_SS200000147BL_B4,4174,7,10462.0,2336.0,uninj,V,VLMC,VLMC
CELL.4176,CELL.4176,1,Injury_20DPI_rep2_SS200000147BL_B4,4176,4,9479.0,2334.0,uninj,V,CMPN,CMPN
CELL.4177,CELL.4177,1,Injury_20DPI_rep2_SS200000147BL_B4,4177,4,10166.0,2328.0,uninj,V,CMPN,CMPN
CELL.4178,CELL.4178,1,Injury_20DPI_rep2_SS200000147BL_B4,4178,4,10376.0,2334.0,uninj,V,CMPN,CMPN
CELL.4179,CELL.4179,3,Injury_20DPI_rep2_SS200000147BL_B4,4179,4,10418.0,2334.0,uninj,V,CMPN,CMPN
CELL.4182,CELL.4182,3,Injury_20DPI_rep2_SS200000147BL_B4,4182,11,10838.0,2331.0,uninj,V,CCKIN,CCKIN
CELL.4184,CELL.4184,6,Injury_20DPI_rep2_SS200000147BL_B4,4184,7,9414.0,2341.0,uninj,V,VLMC,VLMC
CELL.4185,CELL.4185,1,Injury_20DPI_rep2_SS200000147BL_B4,4185,4,9859.0,2329.0,uninj,V,CMPN,CMPN
CELL.4186,CELL.4186,3,Injury_20DPI_rep2_SS200000147BL_B4,4186,11,10798.0,2337.0,uninj,V,CCKIN,CCKIN
