,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.252,CELL.252,5,Injury_2DPI_rep1_SS200000147BL_D5,252,2,5351.0,2604.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.253,CELL.253,5,Injury_2DPI_rep1_SS200000147BL_D5,253,11,5357.0,2377.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.254,CELL.254,5,Injury_2DPI_rep1_SS200000147BL_D5,254,11,5352.0,2449.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.256,CELL.256,5,Injury_2DPI_rep1_SS200000147BL_D5,256,11,5357.0,2024.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.257,CELL.257,5,Injury_2DPI_rep1_SS200000147BL_D5,257,11,5362.0,2330.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.258,CELL.258,0,Injury_2DPI_rep1_SS200000147BL_D5,258,2,5356.0,4151.0,inj,V,NO,VLMC,VLMC
CELL.259,CELL.259,0,Injury_2DPI_rep1_SS200000147BL_D5,259,2,5354.0,4101.0,inj,V,NO,VLMC,VLMC
CELL.260,CELL.260,0,Injury_2DPI_rep1_SS200000147BL_D5,260,9,5364.0,1684.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.261,CELL.261,5,Injury_2DPI_rep1_SS200000147BL_D5,261,11,5357.0,2144.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.262,CELL.262,5,Injury_2DPI_rep1_SS200000147BL_D5,262,11,5366.0,2193.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.264,CELL.264,1,Injury_2DPI_rep1_SS200000147BL_D5,264,2,5362.0,4050.0,inj,V,NO,VLMC,VLMC
CELL.265,CELL.265,5,Injury_2DPI_rep1_SS200000147BL_D5,265,11,5371.0,2535.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.266,CELL.266,5,Injury_2DPI_rep1_SS200000147BL_D5,266,11,5370.0,2268.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.267,CELL.267,0,Injury_2DPI_rep1_SS200000147BL_D5,267,1,5376.0,2677.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.269,CELL.269,0,Injury_2DPI_rep1_SS200000147BL_D5,269,2,5379.0,3012.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.270,CELL.270,0,Injury_2DPI_rep1_SS200000147BL_D5,270,3,5381.0,1617.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.273,CELL.273,5,Injury_2DPI_rep1_SS200000147BL_D5,273,11,5385.0,2089.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.275,CELL.275,0,Injury_2DPI_rep1_SS200000147BL_D5,275,2,5385.0,4198.0,inj,V,NO,VLMC,VLMC
CELL.276,CELL.276,5,Injury_2DPI_rep1_SS200000147BL_D5,276,11,5382.0,2034.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.277,CELL.277,5,Injury_2DPI_rep1_SS200000147BL_D5,277,11,5386.0,2165.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.278,CELL.278,0,Injury_2DPI_rep1_SS200000147BL_D5,278,2,5381.0,4130.0,inj,V,NO,VLMC,VLMC
CELL.279,CELL.279,5,Injury_2DPI_rep1_SS200000147BL_D5,279,11,5387.0,2387.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.280,CELL.280,5,Injury_2DPI_rep1_SS200000147BL_D5,280,11,5394.0,2560.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.281,CELL.281,5,Injury_2DPI_rep1_SS200000147BL_D5,281,11,5390.0,2335.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.282,CELL.282,5,Injury_2DPI_rep1_SS200000147BL_D5,282,11,5394.0,2459.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.284,CELL.284,0,Injury_2DPI_rep1_SS200000147BL_D5,284,2,5392.0,4084.0,inj,V,NO,VLMC,VLMC
CELL.285,CELL.285,0,Injury_2DPI_rep1_SS200000147BL_D5,285,2,5393.0,3872.0,inj,V,NO,VLMC,VLMC
CELL.286,CELL.286,0,Injury_2DPI_rep1_SS200000147BL_D5,286,9,5400.0,1650.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.287,CELL.287,5,Injury_2DPI_rep1_SS200000147BL_D5,287,11,5399.0,2128.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.288,CELL.288,5,Injury_2DPI_rep1_SS200000147BL_D5,288,11,5396.0,2231.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.289,CELL.289,5,Injury_2DPI_rep1_SS200000147BL_D5,289,5,5399.0,2523.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.290,CELL.290,5,Injury_2DPI_rep1_SS200000147BL_D5,290,5,5402.0,2754.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.291,CELL.291,5,Injury_2DPI_rep1_SS200000147BL_D5,291,5,5402.0,2625.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.292,CELL.292,5,Injury_2DPI_rep1_SS200000147BL_D5,292,11,5406.0,2044.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.294,CELL.294,5,Injury_2DPI_rep1_SS200000147BL_D5,294,11,5411.0,2357.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.295,CELL.295,5,Injury_2DPI_rep1_SS200000147BL_D5,295,11,5409.0,2403.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.296,CELL.296,0,Injury_2DPI_rep1_SS200000147BL_D5,296,2,5404.0,4162.0,inj,V,NO,VLMC,VLMC
CELL.297,CELL.297,0,Injury_2DPI_rep1_SS200000147BL_D5,297,2,5407.0,4232.0,inj,V,NO,VLMC,VLMC
CELL.298,CELL.298,0,Injury_2DPI_rep1_SS200000147BL_D5,298,9,5410.0,1602.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.299,CELL.299,5,Injury_2DPI_rep1_SS200000147BL_D5,299,11,5411.0,2439.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.301,CELL.301,5,Injury_2DPI_rep1_SS200000147BL_D5,301,11,5413.0,2088.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.302,CELL.302,5,Injury_2DPI_rep1_SS200000147BL_D5,302,11,5417.0,2251.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.303,CELL.303,5,Injury_2DPI_rep1_SS200000147BL_D5,303,5,5417.0,2665.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.304,CELL.304,5,Injury_2DPI_rep1_SS200000147BL_D5,304,11,5419.0,2168.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.305,CELL.305,0,Injury_2DPI_rep1_SS200000147BL_D5,305,2,5422.0,4256.0,inj,V,NO,VLMC,VLMC
CELL.306,CELL.306,5,Injury_2DPI_rep1_SS200000147BL_D5,306,5,5422.0,2537.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.308,CELL.308,0,Injury_2DPI_rep1_SS200000147BL_D5,308,2,5427.0,1614.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.310,CELL.310,5,Injury_2DPI_rep1_SS200000147BL_D5,310,11,5430.0,2342.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.312,CELL.312,5,Injury_2DPI_rep1_SS200000147BL_D5,312,11,5432.0,2463.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.313,CELL.313,0,Injury_2DPI_rep1_SS200000147BL_D5,313,2,5432.0,4052.0,inj,V,NO,VLMC,VLMC
CELL.314,CELL.314,5,Injury_2DPI_rep1_SS200000147BL_D5,314,11,5438.0,2290.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.316,CELL.316,0,Injury_2DPI_rep1_SS200000147BL_D5,316,2,5429.0,4202.0,inj,V,NO,VLMC,VLMC
CELL.317,CELL.317,0,Injury_2DPI_rep1_SS200000147BL_D5,317,2,5436.0,3985.0,inj,V,NO,VLMC,VLMC
CELL.318,CELL.318,5,Injury_2DPI_rep1_SS200000147BL_D5,318,11,5436.0,2119.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.321,CELL.321,5,Injury_2DPI_rep1_SS200000147BL_D5,321,5,5447.0,2757.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.322,CELL.322,5,Injury_2DPI_rep1_SS200000147BL_D5,322,11,5446.0,2238.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.323,CELL.323,5,Injury_2DPI_rep1_SS200000147BL_D5,323,5,5451.0,2576.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.324,CELL.324,5,Injury_2DPI_rep1_SS200000147BL_D5,324,5,5445.0,2606.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.325,CELL.325,5,Injury_2DPI_rep1_SS200000147BL_D5,325,11,5446.0,2413.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.326,CELL.326,5,Injury_2DPI_rep1_SS200000147BL_D5,326,11,5442.0,2069.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.327,CELL.327,5,Injury_2DPI_rep1_SS200000147BL_D5,327,11,5443.0,2434.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.329,CELL.329,5,Injury_2DPI_rep1_SS200000147BL_D5,329,11,5439.0,2384.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.330,CELL.330,5,Injury_2DPI_rep1_SS200000147BL_D5,330,11,5442.0,2032.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.331,CELL.331,0,Injury_2DPI_rep1_SS200000147BL_D5,331,9,5447.0,1549.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.332,CELL.332,5,Injury_2DPI_rep1_SS200000147BL_D5,332,5,5454.0,3092.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.333,CELL.333,5,Injury_2DPI_rep1_SS200000147BL_D5,333,5,5454.0,3341.0,inj,V,NO,VLMC,VLMC
CELL.334,CELL.334,5,Injury_2DPI_rep1_SS200000147BL_D5,334,5,5455.0,2642.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.335,CELL.335,5,Injury_2DPI_rep1_SS200000147BL_D5,335,5,5457.0,2802.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.337,CELL.337,0,Injury_2DPI_rep1_SS200000147BL_D5,337,2,5456.0,1831.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.338,CELL.338,0,Injury_2DPI_rep1_SS200000147BL_D5,338,11,5459.0,2137.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.339,CELL.339,5,Injury_2DPI_rep1_SS200000147BL_D5,339,11,5459.0,2167.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.340,CELL.340,5,Injury_2DPI_rep1_SS200000147BL_D5,340,11,5458.0,2350.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.341,CELL.341,5,Injury_2DPI_rep1_SS200000147BL_D5,341,11,5457.0,2533.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.342,CELL.342,0,Injury_2DPI_rep1_SS200000147BL_D5,342,9,5453.0,1606.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.344,CELL.344,5,Injury_2DPI_rep1_SS200000147BL_D5,344,11,5464.0,2460.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.346,CELL.346,0,Injury_2DPI_rep1_SS200000147BL_D5,346,2,5459.0,4253.0,inj,V,NO,VLMC,VLMC
CELL.347,CELL.347,5,Injury_2DPI_rep1_SS200000147BL_D5,347,11,5466.0,2299.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.348,CELL.348,5,Injury_2DPI_rep1_SS200000147BL_D5,348,11,5476.0,2484.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.351,CELL.351,5,Injury_2DPI_rep1_SS200000147BL_D5,351,11,5473.0,2046.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.352,CELL.352,5,Injury_2DPI_rep1_SS200000147BL_D5,352,5,5476.0,3134.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.353,CELL.353,5,Injury_2DPI_rep1_SS200000147BL_D5,353,11,5475.0,2096.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.354,CELL.354,5,Injury_2DPI_rep1_SS200000147BL_D5,354,11,5473.0,2412.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.355,CELL.355,5,Injury_2DPI_rep1_SS200000147BL_D5,355,11,5474.0,2209.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.356,CELL.356,0,Injury_2DPI_rep1_SS200000147BL_D5,356,9,5475.0,1571.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.358,CELL.358,0,Injury_2DPI_rep1_SS200000147BL_D5,358,9,5480.0,4318.0,inj,V,NO,VLMC,VLMC
CELL.359,CELL.359,0,Injury_2DPI_rep1_SS200000147BL_D5,359,9,5489.0,1540.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.360,CELL.360,5,Injury_2DPI_rep1_SS200000147BL_D5,360,11,5484.0,2126.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.361,CELL.361,5,Injury_2DPI_rep1_SS200000147BL_D5,361,11,5490.0,2273.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.362,CELL.362,5,Injury_2DPI_rep1_SS200000147BL_D5,362,0,5485.0,2554.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.363,CELL.363,5,Injury_2DPI_rep1_SS200000147BL_D5,363,5,5482.0,2603.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.365,CELL.365,0,Injury_2DPI_rep1_SS200000147BL_D5,365,9,5489.0,4283.0,inj,V,NO,VLMC,VLMC
CELL.366,CELL.366,0,Injury_2DPI_rep1_SS200000147BL_D5,366,2,5486.0,3900.0,inj,V,NO,VLMC,VLMC
CELL.367,CELL.367,5,Injury_2DPI_rep1_SS200000147BL_D5,367,11,5492.0,2244.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.368,CELL.368,5,Injury_2DPI_rep1_SS200000147BL_D5,368,5,5488.0,2750.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.369,CELL.369,5,Injury_2DPI_rep1_SS200000147BL_D5,369,11,5500.0,2368.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.370,CELL.370,5,Injury_2DPI_rep1_SS200000147BL_D5,370,5,5496.0,3340.0,inj,V,NO,OBNBL,OBNBL
CELL.371,CELL.371,5,Injury_2DPI_rep1_SS200000147BL_D5,371,11,5497.0,2301.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.372,CELL.372,5,Injury_2DPI_rep1_SS200000147BL_D5,372,5,5494.0,2632.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.373,CELL.373,5,Injury_2DPI_rep1_SS200000147BL_D5,373,5,5489.0,3212.0,inj,V,NO,OBNBL,OBNBL
CELL.374,CELL.374,5,Injury_2DPI_rep1_SS200000147BL_D5,374,11,5492.0,2453.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.375,CELL.375,0,Injury_2DPI_rep1_SS200000147BL_D5,375,9,5504.0,1497.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.376,CELL.376,5,Injury_2DPI_rep1_SS200000147BL_D5,376,11,5503.0,2160.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.377,CELL.377,0,Injury_2DPI_rep1_SS200000147BL_D5,377,2,5495.0,4103.0,inj,V,NO,VLMC,VLMC
CELL.378,CELL.378,3,Injury_2DPI_rep1_SS200000147BL_D5,378,9,5503.0,1973.0,inj,D,inj_D_LP,Microglia,MCG
CELL.379,CELL.379,5,Injury_2DPI_rep1_SS200000147BL_D5,379,11,5503.0,2412.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.380,CELL.380,0,Injury_2DPI_rep1_SS200000147BL_D5,380,2,5494.0,4143.0,inj,V,NO,VLMC,VLMC
CELL.381,CELL.381,5,Injury_2DPI_rep1_SS200000147BL_D5,381,11,5509.0,2062.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.382,CELL.382,5,Injury_2DPI_rep1_SS200000147BL_D5,382,5,5521.0,2705.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.385,CELL.385,0,Injury_2DPI_rep1_SS200000147BL_D5,385,11,5510.0,2122.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.387,CELL.387,5,Injury_2DPI_rep1_SS200000147BL_D5,387,11,5510.0,2336.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.388,CELL.388,5,Injury_2DPI_rep1_SS200000147BL_D5,388,5,5515.0,2564.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.389,CELL.389,5,Injury_2DPI_rep1_SS200000147BL_D5,389,3,5520.0,3154.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.390,CELL.390,5,Injury_2DPI_rep1_SS200000147BL_D5,390,5,5519.0,2501.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.392,CELL.392,0,Injury_2DPI_rep1_SS200000147BL_D5,392,9,5514.0,4319.0,inj,V,NO,VLMC,VLMC
CELL.393,CELL.393,5,Injury_2DPI_rep1_SS200000147BL_D5,393,11,5513.0,2098.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.394,CELL.394,5,Injury_2DPI_rep1_SS200000147BL_D5,394,11,5523.0,2196.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.395,CELL.395,5,Injury_2DPI_rep1_SS200000147BL_D5,395,11,5520.0,2251.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.397,CELL.397,5,Injury_2DPI_rep1_SS200000147BL_D5,397,11,5521.0,2285.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.398,CELL.398,0,Injury_2DPI_rep1_SS200000147BL_D5,398,2,5531.0,4371.0,inj,V,NO,VLMC,VLMC
CELL.399,CELL.399,5,Injury_2DPI_rep1_SS200000147BL_D5,399,5,5519.0,2533.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.402,CELL.402,0,Injury_2DPI_rep1_SS200000147BL_D5,402,5,5529.0,2595.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.403,CELL.403,5,Injury_2DPI_rep1_SS200000147BL_D5,403,11,5534.0,2021.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.404,CELL.404,5,Injury_2DPI_rep1_SS200000147BL_D5,404,11,5536.0,2045.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.405,CELL.405,5,Injury_2DPI_rep1_SS200000147BL_D5,405,5,5532.0,2637.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.406,CELL.406,0,Injury_2DPI_rep1_SS200000147BL_D5,406,2,5539.0,4402.0,inj,V,NO,VLMC,VLMC
CELL.407,CELL.407,5,Injury_2DPI_rep1_SS200000147BL_D5,407,0,5534.0,2412.0,inj,D,inj_D_LP,MSN,MSN
CELL.408,CELL.408,5,Injury_2DPI_rep1_SS200000147BL_D5,408,11,5544.0,2386.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.409,CELL.409,0,Injury_2DPI_rep1_SS200000147BL_D5,409,5,5540.0,2873.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.411,CELL.411,5,Injury_2DPI_rep1_SS200000147BL_D5,411,11,5542.0,2125.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.412,CELL.412,5,Injury_2DPI_rep1_SS200000147BL_D5,412,11,5539.0,2160.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.413,CELL.413,5,Injury_2DPI_rep1_SS200000147BL_D5,413,11,5540.0,2360.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.414,CELL.414,5,Injury_2DPI_rep1_SS200000147BL_D5,414,5,5544.0,2908.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.416,CELL.416,8,Injury_2DPI_rep1_SS200000147BL_D5,416,3,5540.0,1835.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.417,CELL.417,5,Injury_2DPI_rep1_SS200000147BL_D5,417,11,5546.0,2255.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.418,CELL.418,0,Injury_2DPI_rep1_SS200000147BL_D5,418,2,5545.0,1462.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.419,CELL.419,5,Injury_2DPI_rep1_SS200000147BL_D5,419,11,5547.0,2215.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.420,CELL.420,5,Injury_2DPI_rep1_SS200000147BL_D5,420,5,5548.0,2541.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.422,CELL.422,8,Injury_2DPI_rep1_SS200000147BL_D5,422,3,5550.0,1968.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.423,CELL.423,5,Injury_2DPI_rep1_SS200000147BL_D5,423,5,5550.0,2803.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.426,CELL.426,5,Injury_2DPI_rep1_SS200000147BL_D5,426,0,5550.0,2569.0,inj,D,inj_D_LP,SCGNIN,SCGNIN
CELL.427,CELL.427,5,Injury_2DPI_rep1_SS200000147BL_D5,427,5,5552.0,2843.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.428,CELL.428,0,Injury_2DPI_rep1_SS200000147BL_D5,428,9,5550.0,4349.0,inj,V,NO,VLMC,VLMC
CELL.429,CELL.429,5,Injury_2DPI_rep1_SS200000147BL_D5,429,5,5552.0,2469.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.430,CELL.430,5,Injury_2DPI_rep1_SS200000147BL_D5,430,11,5553.0,2503.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.431,CELL.431,5,Injury_2DPI_rep1_SS200000147BL_D5,431,5,5549.0,2694.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.432,CELL.432,5,Injury_2DPI_rep1_SS200000147BL_D5,432,5,5549.0,3240.0,inj,V,NO,OBNBL,OBNBL
CELL.433,CELL.433,5,Injury_2DPI_rep1_SS200000147BL_D5,433,11,5550.0,2065.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.434,CELL.434,5,Injury_2DPI_rep1_SS200000147BL_D5,434,11,5557.0,2290.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.435,CELL.435,5,Injury_2DPI_rep1_SS200000147BL_D5,435,5,5549.0,3111.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.438,CELL.438,5,Injury_2DPI_rep1_SS200000147BL_D5,438,5,5555.0,3485.0,inj,V,NO,OBNBL,OBNBL
CELL.439,CELL.439,5,Injury_2DPI_rep1_SS200000147BL_D5,439,11,5556.0,2427.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.440,CELL.440,0,Injury_2DPI_rep1_SS200000147BL_D5,440,2,5559.0,4382.0,inj,V,NO,VLMC,VLMC
CELL.442,CELL.442,8,Injury_2DPI_rep1_SS200000147BL_D5,442,2,5560.0,1886.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.443,CELL.443,5,Injury_2DPI_rep1_SS200000147BL_D5,443,5,5565.0,2595.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.445,CELL.445,5,Injury_2DPI_rep1_SS200000147BL_D5,445,11,5576.0,2198.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.446,CELL.446,0,Injury_2DPI_rep1_SS200000147BL_D5,446,2,5566.0,4183.0,inj,V,NO,VLMC,VLMC
CELL.448,CELL.448,0,Injury_2DPI_rep1_SS200000147BL_D5,448,2,5576.0,4418.0,inj,V,NO,VLMC,VLMC
CELL.449,CELL.449,5,Injury_2DPI_rep1_SS200000147BL_D5,449,11,5568.0,2350.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.450,CELL.450,5,Injury_2DPI_rep1_SS200000147BL_D5,450,11,5563.0,2109.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.451,CELL.451,5,Injury_2DPI_rep1_SS200000147BL_D5,451,11,5575.0,2258.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.452,CELL.452,5,Injury_2DPI_rep1_SS200000147BL_D5,452,11,5571.0,2085.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.454,CELL.454,1,Injury_2DPI_rep1_SS200000147BL_D5,454,3,5576.0,3068.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.457,CELL.457,8,Injury_2DPI_rep1_SS200000147BL_D5,457,3,5582.0,1965.0,inj,D,inj_D_LP,NPTXEX,NPTXEX
CELL.458,CELL.458,5,Injury_2DPI_rep1_SS200000147BL_D5,458,5,5578.0,2466.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.459,CELL.459,5,Injury_2DPI_rep1_SS200000147BL_D5,459,11,5581.0,2170.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.460,CELL.460,5,Injury_2DPI_rep1_SS200000147BL_D5,460,11,5579.0,2558.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.461,CELL.461,5,Injury_2DPI_rep1_SS200000147BL_D5,461,5,5580.0,3385.0,inj,V,NO,OBNBL,OBNBL
CELL.462,CELL.462,5,Injury_2DPI_rep1_SS200000147BL_D5,462,5,5589.0,2602.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.463,CELL.463,5,Injury_2DPI_rep1_SS200000147BL_D5,463,5,5591.0,2501.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.464,CELL.464,5,Injury_2DPI_rep1_SS200000147BL_D5,464,5,5589.0,2856.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.465,CELL.465,8,Injury_2DPI_rep1_SS200000147BL_D5,465,5,5584.0,2062.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.466,CELL.466,5,Injury_2DPI_rep1_SS200000147BL_D5,466,5,5593.0,2427.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.467,CELL.467,5,Injury_2DPI_rep1_SS200000147BL_D5,467,5,5589.0,2822.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.468,CELL.468,0,Injury_2DPI_rep1_SS200000147BL_D5,468,2,5592.0,4397.0,inj,V,NO,VLMC,VLMC
CELL.469,CELL.469,8,Injury_2DPI_rep1_SS200000147BL_D5,469,3,5593.0,2012.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.471,CELL.471,5,Injury_2DPI_rep1_SS200000147BL_D5,471,11,5600.0,2312.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.472,CELL.472,5,Injury_2DPI_rep1_SS200000147BL_D5,472,5,5598.0,2644.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.474,CELL.474,0,Injury_2DPI_rep1_SS200000147BL_D5,474,2,5595.0,4118.0,inj,V,NO,VLMC,VLMC
CELL.475,CELL.475,8,Injury_2DPI_rep1_SS200000147BL_D5,475,2,5596.0,1923.0,inj,D,inj_D_LP,VLMC,VLMC
CELL.476,CELL.476,5,Injury_2DPI_rep1_SS200000147BL_D5,476,5,5600.0,2909.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.477,CELL.477,5,Injury_2DPI_rep1_SS200000147BL_D5,477,11,5603.0,2168.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.478,CELL.478,5,Injury_2DPI_rep1_SS200000147BL_D5,478,11,5598.0,2243.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.479,CELL.479,5,Injury_2DPI_rep1_SS200000147BL_D5,479,11,5602.0,2277.0,inj,D,inj_D_LP,OBNBL,OBNBL
CELL.480,CELL.480,1,Injury_2DPI_rep1_SS200000147BL_D5,480,5,5603.0,2578.0,inj,D,inj_D_LP,OBNBL,OBNBL
