,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.283,CELL.283,7,Injury_20DPI_rep3_SS200000147BL_B5,283,12,530.0,2943.0,uninj,D,SSTIN,SSTIN
CELL.284,CELL.284,7,Injury_20DPI_rep3_SS200000147BL_B5,284,12,542.0,3188.0,uninj,D,SSTIN,SSTIN
CELL.285,CELL.285,7,Injury_20DPI_rep3_SS200000147BL_B5,285,11,525.0,3270.0,uninj,D,VLMC,VLMC
CELL.286,CELL.286,1,Injury_20DPI_rep3_SS200000147BL_B5,286,10,527.0,3588.0,uninj,D,NPTXEX,NPTXEX
CELL.288,CELL.288,1,Injury_20DPI_rep3_SS200000147BL_B5,288,3,530.0,1699.0,uninj,V,VLMC,VLMC
CELL.290,CELL.290,1,Injury_20DPI_rep3_SS200000147BL_B5,290,3,540.0,1735.0,uninj,V,VLMC,VLMC
CELL.291,CELL.291,1,Injury_20DPI_rep3_SS200000147BL_B5,291,10,530.0,3296.0,uninj,D,NPTXEX,NPTXEX
CELL.292,CELL.292,1,Injury_20DPI_rep3_SS200000147BL_B5,292,11,533.0,1080.0,uninj,V,VLMC,VLMC
CELL.293,CELL.293,7,Injury_20DPI_rep3_SS200000147BL_B5,293,10,537.0,2753.0,uninj,D,DPEX,DPEX
CELL.294,CELL.294,7,Injury_20DPI_rep3_SS200000147BL_B5,294,12,538.0,2828.0,uninj,D,SSTIN,SSTIN
CELL.295,CELL.295,7,Injury_20DPI_rep3_SS200000147BL_B5,295,10,537.0,2717.0,uninj,D,DPEX,DPEX
CELL.296,CELL.296,1,Injury_20DPI_rep3_SS200000147BL_B5,296,10,540.0,3607.0,uninj,D,NPTXEX,NPTXEX
CELL.297,CELL.297,7,Injury_20DPI_rep3_SS200000147BL_B5,297,10,537.0,3374.0,uninj,D,NPTXEX,NPTXEX
CELL.298,CELL.298,0,Injury_20DPI_rep3_SS200000147BL_B5,298,7,539.0,2540.0,uninj,V,CMPN,CMPN
CELL.299,CELL.299,1,Injury_20DPI_rep3_SS200000147BL_B5,299,3,538.0,4002.0,uninj,D,VLMC,VLMC
CELL.300,CELL.300,0,Injury_20DPI_rep3_SS200000147BL_B5,300,0,542.0,2602.0,uninj,D,MSN,MSN
CELL.301,CELL.301,7,Injury_20DPI_rep3_SS200000147BL_B5,301,10,541.0,3080.0,uninj,D,NPTXEX,NPTXEX
CELL.302,CELL.302,0,Injury_20DPI_rep3_SS200000147BL_B5,302,2,545.0,2369.0,uninj,V,CCKIN,CCKIN
CELL.303,CELL.303,7,Injury_20DPI_rep3_SS200000147BL_B5,303,10,548.0,2848.0,uninj,D,DPEX,DPEX
CELL.304,CELL.304,7,Injury_20DPI_rep3_SS200000147BL_B5,304,10,543.0,3105.0,uninj,D,DPEX,DPEX
CELL.305,CELL.305,7,Injury_20DPI_rep3_SS200000147BL_B5,305,0,547.0,2012.0,uninj,V,DIPC,TLNBL
CELL.306,CELL.306,7,Injury_20DPI_rep3_SS200000147BL_B5,306,12,545.0,3007.0,uninj,D,SSTIN,SSTIN
CELL.307,CELL.307,0,Injury_20DPI_rep3_SS200000147BL_B5,307,0,549.0,2306.0,uninj,V,MSN,MSN
CELL.311,CELL.311,7,Injury_20DPI_rep3_SS200000147BL_B5,311,12,549.0,2956.0,uninj,D,SSTIN,SSTIN
CELL.312,CELL.312,0,Injury_20DPI_rep3_SS200000147BL_B5,312,2,553.0,2341.0,uninj,V,CCKIN,CCKIN
CELL.313,CELL.313,7,Injury_20DPI_rep3_SS200000147BL_B5,313,10,550.0,3431.0,uninj,D,NPTXEX,NPTXEX
CELL.314,CELL.314,7,Injury_20DPI_rep3_SS200000147BL_B5,314,12,551.0,2911.0,uninj,D,SSTIN,SSTIN
CELL.315,CELL.315,7,Injury_20DPI_rep3_SS200000147BL_B5,315,10,549.0,3576.0,uninj,D,DPEX,DPEX
CELL.316,CELL.316,0,Injury_20DPI_rep3_SS200000147BL_B5,316,0,554.0,2484.0,uninj,V,MSN,MSN
CELL.317,CELL.317,1,Injury_20DPI_rep3_SS200000147BL_B5,317,10,552.0,3131.0,uninj,D,DPEX,DPEX
CELL.318,CELL.318,7,Injury_20DPI_rep3_SS200000147BL_B5,318,0,554.0,1832.0,uninj,V,MSN,MSN
CELL.319,CELL.319,0,Injury_20DPI_rep3_SS200000147BL_B5,319,0,554.0,2405.0,uninj,V,VLMC,VLMC
CELL.320,CELL.320,7,Injury_20DPI_rep3_SS200000147BL_B5,320,10,546.0,2801.0,uninj,D,DPEX,DPEX
CELL.321,CELL.321,1,Injury_20DPI_rep3_SS200000147BL_B5,321,3,557.0,1331.0,uninj,V,VLMC,VLMC
CELL.322,CELL.322,0,Injury_20DPI_rep3_SS200000147BL_B5,322,3,556.0,2206.0,uninj,V,VLMC,VLMC
CELL.323,CELL.323,0,Injury_20DPI_rep3_SS200000147BL_B5,323,0,557.0,1907.0,uninj,V,MSN,MSN
CELL.324,CELL.324,1,Injury_20DPI_rep3_SS200000147BL_B5,324,10,558.0,3268.0,uninj,D,DPEX,DPEX
CELL.325,CELL.325,1,Injury_20DPI_rep3_SS200000147BL_B5,325,11,559.0,1602.0,uninj,V,VLMC,VLMC
CELL.326,CELL.326,1,Injury_20DPI_rep3_SS200000147BL_B5,326,8,559.0,3317.0,uninj,D,DPEX,DPEX
CELL.327,CELL.327,0,Injury_20DPI_rep3_SS200000147BL_B5,327,0,563.0,2601.0,uninj,D,MSN,MSN
CELL.328,CELL.328,7,Injury_20DPI_rep3_SS200000147BL_B5,328,10,555.0,3403.0,uninj,D,DPEX,DPEX
CELL.329,CELL.329,7,Injury_20DPI_rep3_SS200000147BL_B5,329,12,557.0,2936.0,uninj,D,SSTIN,SSTIN
CELL.330,CELL.330,0,Injury_20DPI_rep3_SS200000147BL_B5,330,0,566.0,2261.0,uninj,V,MSN,MSN
CELL.331,CELL.331,0,Injury_20DPI_rep3_SS200000147BL_B5,331,0,565.0,2443.0,uninj,V,MSN,MSN
CELL.332,CELL.332,0,Injury_20DPI_rep3_SS200000147BL_B5,332,0,561.0,2128.0,uninj,V,MSN,MSN
CELL.333,CELL.333,7,Injury_20DPI_rep3_SS200000147BL_B5,333,10,567.0,2652.0,uninj,D,DPEX,DPEX
CELL.334,CELL.334,7,Injury_20DPI_rep3_SS200000147BL_B5,334,7,565.0,2697.0,uninj,D,VLMC,VLMC
CELL.335,CELL.335,0,Injury_20DPI_rep3_SS200000147BL_B5,335,0,563.0,1885.0,uninj,V,MSN,MSN
CELL.336,CELL.336,7,Injury_20DPI_rep3_SS200000147BL_B5,336,10,566.0,2872.0,uninj,D,DPEX,DPEX
CELL.337,CELL.337,7,Injury_20DPI_rep3_SS200000147BL_B5,337,12,567.0,3084.0,uninj,D,SSTIN,SSTIN
CELL.338,CELL.338,0,Injury_20DPI_rep3_SS200000147BL_B5,338,0,562.0,1935.0,uninj,V,MSN,MSN
CELL.339,CELL.339,1,Injury_20DPI_rep3_SS200000147BL_B5,339,11,572.0,995.0,uninj,V,VLMC,VLMC
CELL.340,CELL.340,7,Injury_20DPI_rep3_SS200000147BL_B5,340,10,571.0,2823.0,uninj,D,DPEX,DPEX
CELL.341,CELL.341,1,Injury_20DPI_rep3_SS200000147BL_B5,341,0,572.0,3517.0,uninj,D,VLMC,VLMC
CELL.343,CELL.343,7,Injury_20DPI_rep3_SS200000147BL_B5,343,10,575.0,3044.0,uninj,D,DPEX,DPEX
CELL.344,CELL.344,0,Injury_20DPI_rep3_SS200000147BL_B5,344,0,573.0,2056.0,uninj,V,MSN,MSN
CELL.345,CELL.345,7,Injury_20DPI_rep3_SS200000147BL_B5,345,10,582.0,2842.0,uninj,D,DPEX,DPEX
CELL.346,CELL.346,0,Injury_20DPI_rep3_SS200000147BL_B5,346,2,578.0,2106.0,uninj,V,CCKIN,CCKIN
CELL.347,CELL.347,1,Injury_20DPI_rep3_SS200000147BL_B5,347,2,577.0,2385.0,uninj,V,CCKIN,CCKIN
CELL.348,CELL.348,0,Injury_20DPI_rep3_SS200000147BL_B5,348,0,577.0,2498.0,uninj,V,MSN,MSN
CELL.349,CELL.349,0,Injury_20DPI_rep3_SS200000147BL_B5,349,0,577.0,1986.0,uninj,V,MSN,MSN
CELL.350,CELL.350,0,Injury_20DPI_rep3_SS200000147BL_B5,350,0,580.0,2544.0,uninj,V,MSN,MSN
CELL.351,CELL.351,7,Injury_20DPI_rep3_SS200000147BL_B5,351,12,577.0,2950.0,uninj,D,SSTIN,SSTIN
CELL.352,CELL.352,7,Injury_20DPI_rep3_SS200000147BL_B5,352,10,581.0,3177.0,uninj,D,DPEX,DPEX
CELL.353,CELL.353,7,Injury_20DPI_rep3_SS200000147BL_B5,353,7,582.0,2675.0,uninj,D,DPEX,DPEX
CELL.354,CELL.354,0,Injury_20DPI_rep3_SS200000147BL_B5,354,2,599.0,2193.0,uninj,V,CCKIN,CCKIN
CELL.355,CELL.355,0,Injury_20DPI_rep3_SS200000147BL_B5,355,2,584.0,2315.0,uninj,V,CCKIN,CCKIN
CELL.356,CELL.356,1,Injury_20DPI_rep3_SS200000147BL_B5,356,3,583.0,1644.0,uninj,V,VLMC,VLMC
CELL.357,CELL.357,0,Injury_20DPI_rep3_SS200000147BL_B5,357,0,582.0,1899.0,uninj,V,MSN,MSN
CELL.358,CELL.358,7,Injury_20DPI_rep3_SS200000147BL_B5,358,10,589.0,2755.0,uninj,D,DPEX,DPEX
CELL.359,CELL.359,1,Injury_20DPI_rep3_SS200000147BL_B5,359,6,580.0,4260.0,uninj,D,VLMC,VLMC
CELL.360,CELL.360,1,Injury_20DPI_rep3_SS200000147BL_B5,360,3,585.0,1765.0,uninj,V,VLMC,VLMC
CELL.361,CELL.361,7,Injury_20DPI_rep3_SS200000147BL_B5,361,0,586.0,2011.0,uninj,V,MSN,MSN
CELL.362,CELL.362,0,Injury_20DPI_rep3_SS200000147BL_B5,362,7,584.0,2230.0,uninj,V,CMPN,CMPN
CELL.363,CELL.363,0,Injury_20DPI_rep3_SS200000147BL_B5,363,0,594.0,1870.0,uninj,V,MSN,MSN
CELL.364,CELL.364,7,Injury_20DPI_rep3_SS200000147BL_B5,364,10,585.0,3092.0,uninj,D,NPTXEX,NPTXEX
CELL.365,CELL.365,7,Injury_20DPI_rep3_SS200000147BL_B5,365,10,586.0,3336.0,uninj,D,DPEX,DPEX
CELL.367,CELL.367,0,Injury_20DPI_rep3_SS200000147BL_B5,367,7,587.0,2422.0,uninj,V,VLMC,VLMC
CELL.368,CELL.368,0,Injury_20DPI_rep3_SS200000147BL_B5,368,0,597.0,2571.0,uninj,V,MSN,MSN
CELL.369,CELL.369,7,Injury_20DPI_rep3_SS200000147BL_B5,369,0,589.0,2808.0,uninj,D,MSN,MSN
CELL.370,CELL.370,7,Injury_20DPI_rep3_SS200000147BL_B5,370,10,591.0,3124.0,uninj,D,DPEX,DPEX
CELL.371,CELL.371,7,Injury_20DPI_rep3_SS200000147BL_B5,371,10,591.0,3411.0,uninj,D,Immature Neuron-Wound,IMN
CELL.372,CELL.372,7,Injury_20DPI_rep3_SS200000147BL_B5,372,10,597.0,2895.0,uninj,D,DPEX,DPEX
CELL.373,CELL.373,7,Injury_20DPI_rep3_SS200000147BL_B5,373,10,592.0,3552.0,uninj,D,DPEX,DPEX
CELL.374,CELL.374,7,Injury_20DPI_rep3_SS200000147BL_B5,374,10,598.0,3478.0,uninj,D,NPTXEX,NPTXEX
CELL.375,CELL.375,0,Injury_20DPI_rep3_SS200000147BL_B5,375,0,595.0,2068.0,uninj,V,MSN,MSN
CELL.376,CELL.376,0,Injury_20DPI_rep3_SS200000147BL_B5,376,0,594.0,2122.0,uninj,V,MSN,MSN
CELL.377,CELL.377,7,Injury_20DPI_rep3_SS200000147BL_B5,377,10,588.0,3230.0,uninj,D,DPEX,DPEX
CELL.378,CELL.378,7,Injury_20DPI_rep3_SS200000147BL_B5,378,10,591.0,3287.0,uninj,D,DPEX,DPEX
CELL.379,CELL.379,1,Injury_20DPI_rep3_SS200000147BL_B5,379,11,592.0,988.0,uninj,V,VLMC,VLMC
CELL.380,CELL.380,1,Injury_20DPI_rep3_SS200000147BL_B5,380,10,595.0,3722.0,uninj,D,VLMC,VLMC
CELL.381,CELL.381,0,Injury_20DPI_rep3_SS200000147BL_B5,381,0,592.0,2455.0,uninj,V,DIPC,TLNBL
CELL.382,CELL.382,0,Injury_20DPI_rep3_SS200000147BL_B5,382,0,595.0,2531.0,uninj,V,MSN,MSN
CELL.383,CELL.383,1,Injury_20DPI_rep3_SS200000147BL_B5,383,3,598.0,4300.0,uninj,D,VLMC,VLMC
CELL.384,CELL.384,1,Injury_20DPI_rep3_SS200000147BL_B5,384,0,597.0,2510.0,uninj,V,MSN,MSN
CELL.385,CELL.385,7,Injury_20DPI_rep3_SS200000147BL_B5,385,10,595.0,2926.0,uninj,D,DPEX,DPEX
CELL.386,CELL.386,7,Injury_20DPI_rep3_SS200000147BL_B5,386,10,595.0,3070.0,uninj,D,DPEX,DPEX
CELL.388,CELL.388,7,Injury_20DPI_rep3_SS200000147BL_B5,388,10,598.0,2987.0,uninj,D,DPEX,DPEX
CELL.389,CELL.389,7,Injury_20DPI_rep3_SS200000147BL_B5,389,10,601.0,3386.0,uninj,D,NPTXEX,NPTXEX
CELL.390,CELL.390,0,Injury_20DPI_rep3_SS200000147BL_B5,390,0,602.0,1931.0,uninj,V,MSN,MSN
CELL.391,CELL.391,0,Injury_20DPI_rep3_SS200000147BL_B5,391,0,601.0,2484.0,uninj,V,MSN,MSN
CELL.392,CELL.392,7,Injury_20DPI_rep3_SS200000147BL_B5,392,10,598.0,2962.0,uninj,D,DPEX,DPEX
CELL.393,CELL.393,0,Injury_20DPI_rep3_SS200000147BL_B5,393,0,605.0,1903.0,uninj,V,MSN,MSN
CELL.394,CELL.394,7,Injury_20DPI_rep3_SS200000147BL_B5,394,10,606.0,2704.0,uninj,D,DPEX,DPEX
CELL.396,CELL.396,0,Injury_20DPI_rep3_SS200000147BL_B5,396,0,599.0,2166.0,uninj,V,MSN,MSN
CELL.397,CELL.397,0,Injury_20DPI_rep3_SS200000147BL_B5,397,7,609.0,2293.0,uninj,V,DPEX,DPEX
CELL.398,CELL.398,0,Injury_20DPI_rep3_SS200000147BL_B5,398,2,607.0,2614.0,uninj,D,CCKIN,CCKIN
CELL.399,CELL.399,0,Injury_20DPI_rep3_SS200000147BL_B5,399,7,608.0,2392.0,uninj,V,CMPN,CMPN
CELL.401,CELL.401,0,Injury_20DPI_rep3_SS200000147BL_B5,401,0,606.0,2333.0,uninj,V,MSN,MSN
CELL.402,CELL.402,0,Injury_20DPI_rep3_SS200000147BL_B5,402,2,607.0,1546.0,uninj,V,CCKIN,CCKIN
CELL.403,CELL.403,0,Injury_20DPI_rep3_SS200000147BL_B5,403,0,608.0,2015.0,uninj,V,MSN,MSN
CELL.404,CELL.404,7,Injury_20DPI_rep3_SS200000147BL_B5,404,10,613.0,3012.0,uninj,D,DPEX,DPEX
CELL.405,CELL.405,7,Injury_20DPI_rep3_SS200000147BL_B5,405,10,607.0,3039.0,uninj,D,DPEX,DPEX
CELL.406,CELL.406,7,Injury_20DPI_rep3_SS200000147BL_B5,406,10,605.0,3191.0,uninj,D,DPEX,DPEX
CELL.407,CELL.407,0,Injury_20DPI_rep3_SS200000147BL_B5,407,0,606.0,1986.0,uninj,V,MSN,MSN
CELL.408,CELL.408,0,Injury_20DPI_rep3_SS200000147BL_B5,408,2,611.0,2094.0,uninj,V,CCKIN,CCKIN
CELL.409,CELL.409,7,Injury_20DPI_rep3_SS200000147BL_B5,409,10,607.0,3154.0,uninj,D,DPEX,DPEX
CELL.410,CELL.410,0,Injury_20DPI_rep3_SS200000147BL_B5,410,2,610.0,2666.0,uninj,D,CCKIN,CCKIN
CELL.411,CELL.411,7,Injury_20DPI_rep3_SS200000147BL_B5,411,10,608.0,3467.0,uninj,D,NPTXEX,NPTXEX
CELL.412,CELL.412,7,Injury_20DPI_rep3_SS200000147BL_B5,412,8,612.0,2837.0,uninj,D,DPEX,DPEX
CELL.413,CELL.413,7,Injury_20DPI_rep3_SS200000147BL_B5,413,10,612.0,3652.0,uninj,D,NPTXEX,NPTXEX
CELL.414,CELL.414,7,Injury_20DPI_rep3_SS200000147BL_B5,414,7,613.0,2985.0,uninj,D,CMPN,CMPN
CELL.416,CELL.416,7,Injury_20DPI_rep3_SS200000147BL_B5,416,10,622.0,3622.0,uninj,D,NPTXEX,NPTXEX
CELL.417,CELL.417,7,Injury_20DPI_rep3_SS200000147BL_B5,417,10,618.0,2766.0,uninj,D,DPEX,DPEX
CELL.418,CELL.418,7,Injury_20DPI_rep3_SS200000147BL_B5,418,10,615.0,2794.0,uninj,D,DPEX,DPEX
CELL.419,CELL.419,1,Injury_20DPI_rep3_SS200000147BL_B5,419,2,618.0,1688.0,uninj,V,CCKIN,CCKIN
CELL.420,CELL.420,0,Injury_20DPI_rep3_SS200000147BL_B5,420,2,622.0,2117.0,uninj,V,CCKIN,CCKIN
CELL.421,CELL.421,2,Injury_20DPI_rep3_SS200000147BL_B5,421,7,627.0,1502.0,uninj,V,CMPN,CMPN
CELL.422,CELL.422,0,Injury_20DPI_rep3_SS200000147BL_B5,422,0,623.0,2042.0,uninj,V,MSN,MSN
CELL.423,CELL.423,7,Injury_20DPI_rep3_SS200000147BL_B5,423,0,619.0,2732.0,uninj,D,MSN,MSN
CELL.424,CELL.424,1,Injury_20DPI_rep3_SS200000147BL_B5,424,10,625.0,1468.0,uninj,V,DPEX,DPEX
CELL.425,CELL.425,0,Injury_20DPI_rep3_SS200000147BL_B5,425,0,626.0,2263.0,uninj,V,MSN,MSN
CELL.426,CELL.426,0,Injury_20DPI_rep3_SS200000147BL_B5,426,2,621.0,2413.0,uninj,V,CCKIN,CCKIN
CELL.427,CELL.427,0,Injury_20DPI_rep3_SS200000147BL_B5,427,0,628.0,2481.0,uninj,V,MSN,MSN
CELL.429,CELL.429,0,Injury_20DPI_rep3_SS200000147BL_B5,429,0,626.0,2525.0,uninj,V,MSN,MSN
CELL.430,CELL.430,7,Injury_20DPI_rep3_SS200000147BL_B5,430,10,611.0,2862.0,uninj,D,DPEX,DPEX
CELL.431,CELL.431,7,Injury_20DPI_rep3_SS200000147BL_B5,431,10,621.0,3369.0,uninj,D,DPEX,DPEX
CELL.432,CELL.432,1,Injury_20DPI_rep3_SS200000147BL_B5,432,3,620.0,4339.0,uninj,D,VLMC,VLMC
CELL.433,CELL.433,0,Injury_20DPI_rep3_SS200000147BL_B5,433,0,624.0,2361.0,uninj,V,MSN,MSN
CELL.434,CELL.434,0,Injury_20DPI_rep3_SS200000147BL_B5,434,0,622.0,2158.0,uninj,V,MSN,MSN
CELL.435,CELL.435,7,Injury_20DPI_rep3_SS200000147BL_B5,435,0,633.0,2310.0,uninj,V,MSN,MSN
CELL.436,CELL.436,7,Injury_20DPI_rep3_SS200000147BL_B5,436,12,621.0,3109.0,uninj,D,SSTIN,SSTIN
CELL.437,CELL.437,1,Injury_20DPI_rep3_SS200000147BL_B5,437,2,635.0,1417.0,uninj,V,CCKIN,CCKIN
CELL.438,CELL.438,0,Injury_20DPI_rep3_SS200000147BL_B5,438,0,633.0,1873.0,uninj,V,MSN,MSN
CELL.439,CELL.439,1,Injury_20DPI_rep3_SS200000147BL_B5,439,12,627.0,1900.0,uninj,V,SSTIN,SSTIN
CELL.440,CELL.440,7,Injury_20DPI_rep3_SS200000147BL_B5,440,10,631.0,3344.0,uninj,D,DPEX,DPEX
CELL.441,CELL.441,0,Injury_20DPI_rep3_SS200000147BL_B5,441,2,629.0,1772.0,uninj,V,CCKIN,CCKIN
CELL.442,CELL.442,7,Injury_20DPI_rep3_SS200000147BL_B5,442,10,630.0,3054.0,uninj,D,NPTXEX,NPTXEX
CELL.443,CELL.443,7,Injury_20DPI_rep3_SS200000147BL_B5,443,10,633.0,3297.0,uninj,D,NPTXEX,NPTXEX
CELL.444,CELL.444,0,Injury_20DPI_rep3_SS200000147BL_B5,444,10,628.0,2650.0,uninj,D,DPEX,DPEX
CELL.445,CELL.445,0,Injury_20DPI_rep3_SS200000147BL_B5,445,0,635.0,1931.0,uninj,V,MSN,MSN
CELL.446,CELL.446,7,Injury_20DPI_rep3_SS200000147BL_B5,446,10,637.0,2920.0,uninj,D,DPEX,DPEX
CELL.447,CELL.447,7,Injury_20DPI_rep3_SS200000147BL_B5,447,10,625.0,2950.0,uninj,D,DPEX,DPEX
CELL.448,CELL.448,7,Injury_20DPI_rep3_SS200000147BL_B5,448,10,637.0,3495.0,uninj,D,NPTXEX,NPTXEX
CELL.449,CELL.449,1,Injury_20DPI_rep3_SS200000147BL_B5,449,11,635.0,925.0,uninj,V,VLMC,VLMC
CELL.451,CELL.451,1,Injury_20DPI_rep3_SS200000147BL_B5,451,10,634.0,3577.0,uninj,D,DPEX,DPEX
CELL.453,CELL.453,0,Injury_20DPI_rep3_SS200000147BL_B5,453,0,636.0,2010.0,uninj,V,MSN,MSN
CELL.454,CELL.454,0,Injury_20DPI_rep3_SS200000147BL_B5,454,0,637.0,2578.0,uninj,V,MSN,MSN
CELL.455,CELL.455,7,Injury_20DPI_rep3_SS200000147BL_B5,455,10,637.0,3434.0,uninj,D,NPTXEX,NPTXEX
CELL.456,CELL.456,7,Injury_20DPI_rep3_SS200000147BL_B5,456,10,641.0,3310.0,uninj,D,DPEX,DPEX
CELL.457,CELL.457,0,Injury_20DPI_rep3_SS200000147BL_B5,457,7,642.0,1547.0,uninj,V,CMPN,CMPN
CELL.458,CELL.458,0,Injury_20DPI_rep3_SS200000147BL_B5,458,0,635.0,2386.0,uninj,V,MSN,MSN
CELL.459,CELL.459,0,Injury_20DPI_rep3_SS200000147BL_B5,459,2,646.0,2076.0,uninj,V,CCKIN,CCKIN
CELL.460,CELL.460,1,Injury_20DPI_rep3_SS200000147BL_B5,460,3,641.0,2442.0,uninj,V,VLMC,VLMC
CELL.461,CELL.461,7,Injury_20DPI_rep3_SS200000147BL_B5,461,10,641.0,3261.0,uninj,D,NPTXEX,NPTXEX
CELL.462,CELL.462,0,Injury_20DPI_rep3_SS200000147BL_B5,462,0,640.0,2612.0,uninj,D,MSN,MSN
CELL.463,CELL.463,5,Injury_20DPI_rep3_SS200000147BL_B5,463,10,642.0,3802.0,uninj,D,DPEX,DPEX
CELL.464,CELL.464,7,Injury_20DPI_rep3_SS200000147BL_B5,464,10,648.0,2191.0,uninj,V,DPEX,DPEX
CELL.465,CELL.465,0,Injury_20DPI_rep3_SS200000147BL_B5,465,0,645.0,2220.0,uninj,V,MSN,MSN
CELL.466,CELL.466,7,Injury_20DPI_rep3_SS200000147BL_B5,466,10,644.0,3017.0,uninj,D,DPEX,DPEX
CELL.467,CELL.467,0,Injury_20DPI_rep3_SS200000147BL_B5,467,0,643.0,2551.0,uninj,V,MSN,MSN
CELL.468,CELL.468,0,Injury_20DPI_rep3_SS200000147BL_B5,468,0,646.0,1841.0,uninj,V,MSN,MSN
CELL.469,CELL.469,0,Injury_20DPI_rep3_SS200000147BL_B5,469,0,648.0,1983.0,uninj,V,MSN,MSN
CELL.470,CELL.470,7,Injury_20DPI_rep3_SS200000147BL_B5,470,8,647.0,3122.0,uninj,D,DPEX,DPEX
CELL.471,CELL.471,0,Injury_20DPI_rep3_SS200000147BL_B5,471,0,649.0,2698.0,uninj,D,MSN,MSN
CELL.472,CELL.472,1,Injury_20DPI_rep3_SS200000147BL_B5,472,7,650.0,2803.0,uninj,D,CMPN,CMPN
CELL.473,CELL.473,7,Injury_20DPI_rep3_SS200000147BL_B5,473,10,653.0,3101.0,uninj,D,DPEX,DPEX
CELL.474,CELL.474,7,Injury_20DPI_rep3_SS200000147BL_B5,474,10,648.0,3210.0,uninj,D,NPTXEX,NPTXEX
CELL.475,CELL.475,7,Injury_20DPI_rep3_SS200000147BL_B5,475,10,646.0,3610.0,uninj,D,NPTXEX,NPTXEX
CELL.476,CELL.476,0,Injury_20DPI_rep3_SS200000147BL_B5,476,2,651.0,1751.0,uninj,V,SSTIN,SSTIN
CELL.477,CELL.477,0,Injury_20DPI_rep3_SS200000147BL_B5,477,0,648.0,2337.0,uninj,V,MSN,MSN
CELL.478,CELL.478,0,Injury_20DPI_rep3_SS200000147BL_B5,478,0,649.0,2505.0,uninj,V,MSN,MSN
CELL.479,CELL.479,0,Injury_20DPI_rep3_SS200000147BL_B5,479,2,651.0,1721.0,uninj,V,CCKIN,CCKIN
CELL.480,CELL.480,0,Injury_20DPI_rep3_SS200000147BL_B5,480,0,654.0,2246.0,uninj,V,MSN,MSN
CELL.481,CELL.481,0,Injury_20DPI_rep3_SS200000147BL_B5,481,7,651.0,2777.0,uninj,D,VLMC,VLMC
CELL.482,CELL.482,0,Injury_20DPI_rep3_SS200000147BL_B5,482,7,645.0,1583.0,uninj,V,CMPN,CMPN
CELL.483,CELL.483,0,Injury_20DPI_rep3_SS200000147BL_B5,483,2,656.0,1658.0,uninj,V,CCKIN,CCKIN
CELL.484,CELL.484,7,Injury_20DPI_rep3_SS200000147BL_B5,484,10,656.0,3496.0,uninj,D,DPEX,DPEX
CELL.485,CELL.485,7,Injury_20DPI_rep3_SS200000147BL_B5,485,10,662.0,3537.0,uninj,D,DPEX,DPEX
CELL.486,CELL.486,1,Injury_20DPI_rep3_SS200000147BL_B5,486,3,658.0,1198.0,uninj,V,VLMC,VLMC
CELL.487,CELL.487,0,Injury_20DPI_rep3_SS200000147BL_B5,487,2,648.0,1786.0,uninj,V,CCKIN,CCKIN
CELL.488,CELL.488,0,Injury_20DPI_rep3_SS200000147BL_B5,488,3,651.0,2430.0,uninj,V,VLMC,VLMC
CELL.489,CELL.489,7,Injury_20DPI_rep3_SS200000147BL_B5,489,10,654.0,3068.0,uninj,D,DPEX,DPEX
CELL.490,CELL.490,7,Injury_20DPI_rep3_SS200000147BL_B5,490,12,659.0,3145.0,uninj,D,SSTIN,SSTIN
CELL.492,CELL.492,0,Injury_20DPI_rep3_SS200000147BL_B5,492,2,652.0,1507.0,uninj,V,CCKIN,CCKIN
CELL.493,CELL.493,0,Injury_20DPI_rep3_SS200000147BL_B5,493,0,658.0,2023.0,uninj,V,MSN,MSN
CELL.494,CELL.494,0,Injury_20DPI_rep3_SS200000147BL_B5,494,7,656.0,2832.0,uninj,D,CMPN,CMPN
CELL.495,CELL.495,7,Injury_20DPI_rep3_SS200000147BL_B5,495,10,656.0,3363.0,uninj,D,DPEX,DPEX
CELL.496,CELL.496,7,Injury_20DPI_rep3_SS200000147BL_B5,496,10,652.0,3461.0,uninj,D,NPTXEX,NPTXEX
CELL.497,CELL.497,0,Injury_20DPI_rep3_SS200000147BL_B5,497,0,657.0,1874.0,uninj,V,MSN,MSN
CELL.498,CELL.498,0,Injury_20DPI_rep3_SS200000147BL_B5,498,0,656.0,2119.0,uninj,V,MSN,MSN
CELL.499,CELL.499,7,Injury_20DPI_rep3_SS200000147BL_B5,499,10,659.0,3719.0,uninj,D,DPEX,DPEX
CELL.500,CELL.500,0,Injury_20DPI_rep3_SS200000147BL_B5,500,2,655.0,1439.0,uninj,V,CCKIN,CCKIN
CELL.501,CELL.501,0,Injury_20DPI_rep3_SS200000147BL_B5,501,0,651.0,2670.0,uninj,D,MSN,MSN
CELL.502,CELL.502,0,Injury_20DPI_rep3_SS200000147BL_B5,502,2,663.0,1618.0,uninj,V,CCKIN,CCKIN
CELL.503,CELL.503,0,Injury_20DPI_rep3_SS200000147BL_B5,503,0,658.0,1917.0,uninj,V,MSN,MSN
CELL.504,CELL.504,7,Injury_20DPI_rep3_SS200000147BL_B5,504,10,660.0,3173.0,uninj,D,DPEX,DPEX
