X,CellID,Batch,Annotation,cell_id
CELL.391,CELL.391,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,391
CELL.394,CELL.394,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,394
CELL.396,CELL.396,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,396
CELL.397,CELL.397,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,397
CELL.400,CELL.400,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,400
CELL.401,CELL.401,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,401
CELL.403,CELL.403,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,403
CELL.405,CELL.405,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,405
CELL.407,CELL.407,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,407
CELL.408,CELL.408,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,408
CELL.409,CELL.409,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,409
CELL.410,CELL.410,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,410
CELL.413,CELL.413,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,413
CELL.414,CELL.414,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,414
CELL.415,CELL.415,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,415
CELL.416,CELL.416,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,416
CELL.418,CELL.418,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,418
CELL.419,CELL.419,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,419
CELL.423,CELL.423,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,423
CELL.424,CELL.424,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,424
CELL.425,CELL.425,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,425
CELL.430,CELL.430,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,430
CELL.431,CELL.431,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,431
CELL.432,CELL.432,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,432
CELL.433,CELL.433,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,433
CELL.434,CELL.434,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,434
CELL.435,CELL.435,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,435
CELL.436,CELL.436,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,436
CELL.437,CELL.437,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,437
CELL.439,CELL.439,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,439
CELL.440,CELL.440,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,440
CELL.441,CELL.441,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,441
CELL.442,CELL.442,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,442
CELL.443,CELL.443,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,443
CELL.445,CELL.445,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,445
CELL.446,CELL.446,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,446
CELL.447,CELL.447,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,447
CELL.448,CELL.448,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,448
CELL.449,CELL.449,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,449
CELL.450,CELL.450,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,450
CELL.451,CELL.451,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,451
CELL.452,CELL.452,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,452
CELL.454,CELL.454,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,454
CELL.455,CELL.455,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,455
CELL.456,CELL.456,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,456
CELL.457,CELL.457,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,457
CELL.459,CELL.459,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,459
CELL.460,CELL.460,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,460
CELL.462,CELL.462,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,462
CELL.463,CELL.463,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,463
CELL.465,CELL.465,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,465
CELL.466,CELL.466,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,466
CELL.467,CELL.467,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,467
CELL.468,CELL.468,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,468
CELL.469,CELL.469,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,469
CELL.470,CELL.470,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,470
CELL.471,CELL.471,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,471
CELL.472,CELL.472,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,472
CELL.473,CELL.473,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,473
CELL.475,CELL.475,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,475
CELL.476,CELL.476,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,476
CELL.477,CELL.477,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,477
CELL.480,CELL.480,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,480
CELL.481,CELL.481,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,481
CELL.482,CELL.482,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,482
CELL.483,CELL.483,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,483
CELL.484,CELL.484,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,484
CELL.485,CELL.485,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,485
CELL.486,CELL.486,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,486
CELL.489,CELL.489,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,489
CELL.490,CELL.490,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,490
CELL.491,CELL.491,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,491
CELL.492,CELL.492,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,492
CELL.493,CELL.493,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,493
CELL.494,CELL.494,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,494
CELL.495,CELL.495,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,495
CELL.496,CELL.496,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,496
CELL.497,CELL.497,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,497
CELL.498,CELL.498,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,498
CELL.499,CELL.499,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,499
CELL.500,CELL.500,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,500
CELL.501,CELL.501,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,501
CELL.502,CELL.502,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,502
CELL.503,CELL.503,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,503
CELL.504,CELL.504,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,504
CELL.505,CELL.505,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,505
CELL.506,CELL.506,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,506
CELL.507,CELL.507,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,507
CELL.508,CELL.508,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,508
CELL.509,CELL.509,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,509
CELL.510,CELL.510,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,510
CELL.511,CELL.511,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,511
CELL.512,CELL.512,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,512
CELL.513,CELL.513,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,513
CELL.514,CELL.514,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,514
CELL.517,CELL.517,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,517
CELL.520,CELL.520,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,520
CELL.522,CELL.522,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,522
CELL.523,CELL.523,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,523
CELL.524,CELL.524,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,524
CELL.527,CELL.527,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,527
CELL.528,CELL.528,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,528
CELL.529,CELL.529,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,529
CELL.531,CELL.531,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,531
CELL.532,CELL.532,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,532
CELL.533,CELL.533,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,533
CELL.534,CELL.534,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,534
CELL.535,CELL.535,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,535
CELL.536,CELL.536,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,536
CELL.537,CELL.537,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,537
CELL.538,CELL.538,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,538
CELL.539,CELL.539,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,539
CELL.540,CELL.540,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,540
CELL.541,CELL.541,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,541
CELL.543,CELL.543,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,543
CELL.545,CELL.545,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,545
CELL.546,CELL.546,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,546
CELL.547,CELL.547,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,547
CELL.549,CELL.549,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,549
CELL.550,CELL.550,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,550
CELL.552,CELL.552,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,552
CELL.553,CELL.553,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,553
CELL.554,CELL.554,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,554
CELL.555,CELL.555,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,555
CELL.556,CELL.556,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,556
CELL.557,CELL.557,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,557
CELL.558,CELL.558,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,558
CELL.559,CELL.559,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,559
CELL.560,CELL.560,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,560
CELL.561,CELL.561,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,561
CELL.562,CELL.562,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,562
CELL.563,CELL.563,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,563
CELL.564,CELL.564,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,564
CELL.565,CELL.565,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,565
CELL.566,CELL.566,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,566
CELL.567,CELL.567,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,567
CELL.568,CELL.568,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,568
CELL.570,CELL.570,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,570
CELL.571,CELL.571,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,571
CELL.572,CELL.572,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,572
CELL.573,CELL.573,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,573
CELL.574,CELL.574,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,574
CELL.576,CELL.576,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,576
CELL.577,CELL.577,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,577
CELL.578,CELL.578,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,578
CELL.579,CELL.579,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,579
CELL.580,CELL.580,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,580
CELL.581,CELL.581,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,581
CELL.582,CELL.582,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,582
CELL.583,CELL.583,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,583
CELL.584,CELL.584,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,584
CELL.585,CELL.585,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,585
CELL.586,CELL.586,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,586
CELL.587,CELL.587,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,587
CELL.588,CELL.588,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,588
CELL.589,CELL.589,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,589
CELL.590,CELL.590,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,590
CELL.591,CELL.591,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,591
CELL.592,CELL.592,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,592
CELL.594,CELL.594,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,594
CELL.596,CELL.596,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,596
CELL.597,CELL.597,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,597
CELL.598,CELL.598,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,598
CELL.599,CELL.599,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,599
CELL.600,CELL.600,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,600
CELL.601,CELL.601,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,601
CELL.602,CELL.602,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,602
CELL.603,CELL.603,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,603
CELL.604,CELL.604,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,604
CELL.605,CELL.605,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,605
CELL.606,CELL.606,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,606
CELL.607,CELL.607,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,607
CELL.608,CELL.608,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,608
CELL.609,CELL.609,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,609
CELL.610,CELL.610,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,610
CELL.611,CELL.611,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,611
CELL.612,CELL.612,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,612
CELL.613,CELL.613,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,613
CELL.614,CELL.614,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,614
CELL.615,CELL.615,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,615
CELL.616,CELL.616,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,616
CELL.617,CELL.617,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,617
CELL.619,CELL.619,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,619
CELL.620,CELL.620,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,620
CELL.621,CELL.621,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,621
CELL.622,CELL.622,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,622
CELL.624,CELL.624,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,624
CELL.625,CELL.625,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,625
CELL.626,CELL.626,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,626
CELL.627,CELL.627,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,627
CELL.628,CELL.628,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,628
CELL.629,CELL.629,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,629
CELL.631,CELL.631,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,631
CELL.632,CELL.632,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,632
CELL.633,CELL.633,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,633
CELL.634,CELL.634,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,634
CELL.636,CELL.636,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,636
CELL.637,CELL.637,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,637
CELL.638,CELL.638,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,638
CELL.642,CELL.642,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,642
CELL.643,CELL.643,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,643
CELL.644,CELL.644,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,644
CELL.645,CELL.645,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,645
CELL.646,CELL.646,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,646
CELL.647,CELL.647,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,647
CELL.648,CELL.648,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,648
CELL.649,CELL.649,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,649
CELL.651,CELL.651,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,651
CELL.652,CELL.652,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,652
CELL.654,CELL.654,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,654
CELL.655,CELL.655,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,655
CELL.656,CELL.656,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,656
CELL.657,CELL.657,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,657
CELL.659,CELL.659,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,659
CELL.660,CELL.660,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,660
CELL.661,CELL.661,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,661
CELL.662,CELL.662,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,662
CELL.663,CELL.663,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,663
CELL.665,CELL.665,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,665
CELL.666,CELL.666,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,666
CELL.668,CELL.668,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,668
CELL.670,CELL.670,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,670
CELL.671,CELL.671,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,671
CELL.673,CELL.673,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,673
CELL.674,CELL.674,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,674
CELL.675,CELL.675,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,675
CELL.676,CELL.676,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,676
CELL.677,CELL.677,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,677
CELL.678,CELL.678,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,678
CELL.679,CELL.679,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,679
CELL.681,CELL.681,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,681
CELL.682,CELL.682,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,682
CELL.683,CELL.683,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,683
CELL.684,CELL.684,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,684
CELL.685,CELL.685,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,685
CELL.686,CELL.686,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,686
CELL.687,CELL.687,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,687
CELL.688,CELL.688,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,688
CELL.689,CELL.689,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,689
CELL.690,CELL.690,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,690
CELL.691,CELL.691,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,691
CELL.692,CELL.692,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,692
CELL.694,CELL.694,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,694
CELL.696,CELL.696,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,696
CELL.698,CELL.698,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,698
CELL.699,CELL.699,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,699
CELL.700,CELL.700,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,700
CELL.701,CELL.701,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,701
CELL.702,CELL.702,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,702
CELL.703,CELL.703,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,703
CELL.704,CELL.704,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,704
CELL.705,CELL.705,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,705
CELL.706,CELL.706,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,706
CELL.707,CELL.707,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,707
CELL.710,CELL.710,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,710
CELL.711,CELL.711,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,711
CELL.712,CELL.712,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,712
CELL.713,CELL.713,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,713
CELL.714,CELL.714,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,714
CELL.715,CELL.715,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,715
CELL.716,CELL.716,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,716
CELL.718,CELL.718,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,718
CELL.719,CELL.719,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,719
CELL.720,CELL.720,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,720
CELL.721,CELL.721,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,721
CELL.722,CELL.722,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,722
CELL.723,CELL.723,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,723
CELL.724,CELL.724,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,724
CELL.725,CELL.725,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,725
